,Species,Domain,Average Range,Genome_size,Exon_to_genome_ratio
1501,Bradyrhizobium_zhanjiangense,bacteria,359114.0,8626571.0,24.021817584388245
1502,Branchiibius_hedensis,bacteria,1817994.0,4008675.0,2.204999026399427
1503,Branchiibius_sp,bacteria,511537.0,3838211.0,7.503291062034613
1504,Brassica_juncea,plants,39580773.0,933495403.0,23.584567259462062
1505,Brassica_napus,plants,3487016.0,848200303.0,243.24531433179544
1506,Brassica_oleracea,plants,23541850.0,488622507.0,20.755484679411346
1507,Brassica_rapa,plants,18189244.0,315164841.5,17.32698959341026
1508,Bremerella_cremea,bacteria,995581.0,6287921.0,6.315830655667394
1509,Brenneria_alni,bacteria,215336.0,4126956.0,19.165193000705873
1510,Brenneria_goodwinii,bacteria,2318320.5,5355394.5,2.3100319822043587
1511,Brenneria_nigrifluens,bacteria,402624.0,4844130.0,12.031399022412971
1512,Brenneria_roseae,bacteria,411890.0,4477839.0,10.871443832091092
1513,Brenneria_rubrifaciens,bacteria,1749900.0,4028093.0,2.3018989656551803
1514,Brenneria_salicis,bacteria,228639.0,3907359.0,17.089643499140568
1515,Brenneria_sp,bacteria,1265019.5,5090342.5,4.023924137137807
1516,Breoghania_corrubedonensis,bacteria,1027299.0,5331589.0,5.189909656292861
1517,Brevibacillus_agri,bacteria,257622.0,5181360.0,20.112257493537044
1518,Brevibacillus_antibioticus,bacteria,2709737.0,6181736.0,2.2813047908339446
1519,Brevibacillus_borstelensis,bacteria,675031.0,5155092.0,7.636822605184058
1520,Brevibacillus_brevis,bacteria,2413933.0,6448134.8,2.6712153154209335
1521,Brevibacillus_choshinensis,bacteria,1794096.0,6279095.0,3.499865670510385
1522,Brevibacillus_fluminis,bacteria,677789.0,6456133.0,9.525284417421942
1523,Brevibacillus_formosus,bacteria,2834431.0,6437015.0,2.2710078319070037
1524,Brevibacillus_fortis,bacteria,499179.0,6268222.0,12.557062696948389
1525,Brevibacillus_gelatini,bacteria,326226.0,4637568.0,14.215813577090728
1526,Brevibacillus_invocatus,bacteria,357666.0,4753702.0,13.2908970939368
1527,Brevibacillus_laterosporus,bacteria,986730.5,5440065.166666667,5.513222877641531
1528,Brevibacillus_nitrificans,bacteria,1073877.0,6330991.0,5.895452644949096
1529,Brevibacillus_panacihumi,bacteria,1000283.5,5331050.0,5.329539075672047
1530,Brevibacillus_parabrevis,bacteria,648756.0,6049969.0,9.325492172712083
1531,Brevibacillus_reuszeri,bacteria,1569515.0,6986486.0,4.4513661863696745
1532,Brevibacillus_sp,bacteria,315075.625,5329947.0,16.916405386801976
1533,Brevibacterium_antiquum,bacteria,439725.0,3809188.5,8.662660753880266
1534,Brevibacterium_aurantiacum,bacteria,1011186.4666666667,4190346.3333333335,4.143989730347789
1535,Brevibacterium_casei,bacteria,464818.0,3790041.25,8.153817730810768
1536,Brevibacterium_celere,bacteria,472849.0,3766273.0,7.965064957311954
1537,Brevibacterium_iodinum,bacteria,372356.0,3535928.0,9.496095134763506
1538,Brevibacterium_jeotgali,bacteria,361195.0,3297707.0,9.129990725231524
1539,Brevibacterium_linens,bacteria,972996.0,3880503.6,3.988200979243491
1540,Brevibacterium_luteolum,bacteria,588324.0,3100508.0,5.270068873613859
1541,Brevibacterium_mcbrellneri,bacteria,137724.0,2561804.0,18.600999099648572
1542,Brevibacterium_paucivorans,bacteria,691493.0,2999495.0,4.337708407749608
1543,Brevibacterium_ravenspurgense,bacteria,420864.5,2345497.0,5.573045481384151
1544,Brevibacterium_sandarakinum,bacteria,1995207.0,4441057.0,2.2258627801526356
1545,Brevibacterium_sediminis,bacteria,558200.0,4116146.0,7.373962737370118
1546,Brevibacterium_siliguriense,bacteria,1804416.0,4023083.0,2.2295762174576153
1547,Brevibacterium_sp,bacteria,448236.1666666667,3093621.5,6.901766814145965
1548,Brevibacterium_yomogidense,bacteria,511029.0,3286027.0,6.4302162890951395
1549,Brevinema_andersonii,bacteria,288485.0,1501400.0,5.204430039690105
1550,Brevirhabdus_pacifica,bacteria,1289663.0,3439037.0,2.666616782833965
1551,Brevundimonas_abyssalis,bacteria,123608.0,2979231.0,24.102250663387483
1552,Brevundimonas_diminuta,bacteria,936122.5,3385518.8333333335,3.6165339828209806
1553,Brevundimonas_mediterranea,bacteria,107514.0,3683960.0,34.26493293896609
1554,Brevundimonas_naejangsanensis,bacteria,1359178.6666666667,3041334.3333333335,2.2376265960619355
1555,Brevundimonas_nasdae,bacteria,338608.0,3407832.0,10.064239474554647
1556,Brevundimonas_sp,bacteria,617260.72,3276753.2,5.30853996346957
1557,Brevundimonas_subvibrioides,bacteria,724784.0,3295975.0,4.547527263294995
1558,Brevundimonas_vancanneytii,bacteria,1516252.0,3383349.0,2.231389637078797
1559,Brevundimonas_vesicularis,bacteria,1338994.5,3392675.5,2.5337486449720292
1560,Brevundimonas_viscosa,bacteria,566713.0,2996830.0,5.28809115019419
1561,Breznakia_blatticola,bacteria,129939.0,2461343.0,18.94229600043097
1562,Breznakibacter_xylanolyticus,bacteria,259607.0,4380952.0,16.87532308450851
1563,Brochothrix_campestris,bacteria,112060.0,2372850.0,21.17481706228806
1564,Brochothrix_thermosphacta,bacteria,704468.0,2628795.0,3.7316031388224875
1565,Brucella_abortus,bacteria,981561.7142857143,3284346.5714285714,3.346041847015805
1566,Brucella_anthropi,bacteria,1036381.5,5022093.75,4.845796407982967
1567,Brucella_canis,bacteria,1209991.0,3312769.0,2.737845983978393
1568,Brucella_ceti,bacteria,727415.0,3389269.0,4.659333392905013
1569,Brucella_cytisi,bacteria,371847.0,5965364.0,16.04252286558719
1570,Brucella_grignonensis,bacteria,601312.0,4838271.0,8.04619066308339
1571,Brucella_haematophila,bacteria,1635192.5,5196233.5,3.1777503260319504
1572,Brucella_intermedia,bacteria,921637.5,4957040.0,5.3785137866026504
1573,Brucella_lupini,bacteria,521401.0,5582813.0,10.70733082598614
1574,Brucella_melitensis,bacteria,1214220.3333333333,3305991.6666666665,2.722727972764965
1575,Brucella_microti,bacteria,1228315.0,3337369.0,2.7170302406141746
1576,Brucella_neotomae,bacteria,1215899.0,3329628.0,2.738408371090033
1577,Brucella_oryzae,bacteria,303464.0,4467006.0,14.720052460917934
1578,Brucella_ovis,bacteria,830316.0,3283228.0,3.954190934535767
1579,Brucella_pecoris,bacteria,587991.0,5057340.0,8.601050016071675
1580,Brucella_pinnipedialis,bacteria,1150784.0,3373519.0,2.9314962668928315
1581,Brucella_pseudogrignonensis,bacteria,1266278.0,5262183.5,4.155630517153421
1582,Brucella_rhizosphaerae,bacteria,719646.0,4904011.0,6.81447684000189
1583,Brucella_sp,bacteria,914703.1666666666,3374906.0,3.6896187998328784
1584,Brucella_suis,bacteria,1187935.0,3319885.0,2.7946689002344405
1585,Brucella_thiophenivorans,bacteria,556111.0,4364783.0,7.848762207544897
1586,Brucella_vulpis,bacteria,1207072.0,3238137.0,2.6826378211076056
1587,Brucellaceae_bacterium,bacteria,578044.0,5419586.0,9.375732643189792
1588,Bruguierivorax_albus,bacteria,393472.0,5661159.0,14.387704843038387
1589,Brumimicrobium_aurantiacum,bacteria,584864.0,3423338.0,5.853220577775346
1590,Brumimicrobium_glaciale,bacteria,775082.0,4271785.0,5.5113975037479905
1591,Brumimicrobium_salinarum,bacteria,455595.0,3413539.0,7.492485650632689
1592,Brumimicrobium_sp,bacteria,515693.0,3846876.0,7.459624233798015
1593,Bryobacterales_bacterium,bacteria,54176.5,5214485.0,96.24994231816378
1594,Bryocella_elongata,bacteria,1091376.0,5669524.0,5.194840275028954
1595,Bubo_bubo,ensembl,7859242.0,1258069325.0,160.07514783232276
1596,Buchananella_hordeovulneris,bacteria,316618.5,2522126.0,7.965820064209766
1597,Buchnera_aphidicola,bacteria,251362.25,584498.0,2.325321324104952
1598,Budvicia_aquatica,bacteria,2504961.0,5946490.0,2.3738852620859165
1599,Burkholderia_aenigmatica,bacteria,1196443.0,9325364.0,7.794240093343352
1600,Burkholderia_ambifaria,bacteria,935958.1666666666,7616621.5,8.137779840231463
1601,Burkholderia_anthina,bacteria,542052.0,7314734.5,13.49452543298429
1602,Burkholderia_catarinensis,bacteria,95238.0,8137374.0,85.44251244251244
1603,Burkholderia_cenocepacia,bacteria,1121820.1666666667,8008559.277777778,7.138897584248376
1604,Burkholderia_cepacia,bacteria,1464232.642857143,8263891.142857143,5.643837530306586
1605,Burkholderia_contaminans,bacteria,897986.2,8489133.6,9.453523450583093
1606,Burkholderia_cordobensis,bacteria,618286.0,8208096.0,13.275565029775864
1607,Burkholderia_diffusa,bacteria,2235887.0,6857833.0,3.0671643960540047
1608,Burkholderia_dolosa,bacteria,2094174.0,6414747.5,3.0631396913532494
1609,Burkholderia_gladioli,bacteria,2473066.6,8790931.0,3.5546681193300658
1610,Burkholderia_glumae,bacteria,2359567.5,7079466.5,3.0003237881518543
1611,Burkholderia_lata,bacteria,2752459.0,8731643.0,3.1723062904842543
1612,Burkholderia_latens,bacteria,2151447.0,6614478.0,3.074432230958978
1613,Burkholderia_mallei,bacteria,1587072.25,5839023.75,3.6791165304541114
1614,Burkholderia_mayonis,bacteria,2444024.5,6974222.0,2.85358105043546
1615,Burkholderia_metallica,bacteria,2381242.0,7424240.0,3.1178015506193826
1616,Burkholderia_multivorans,bacteria,940725.3636363636,6905595.363636363,7.340713486179282
1617,Burkholderia_oklahomensis,bacteria,2494533.0,7174317.0,2.8760160719461316
1618,Burkholderia_orbicola,bacteria,2394854.0,7625252.5,3.184015601786163
1619,Burkholderia_plantarii,bacteria,2641703.0,7896538.0,2.989184628249277
1620,Burkholderia_pseudomallei,bacteria,1638475.05,7315331.0,4.464719191177187
1621,Burkholderia_pseudomultivorans,bacteria,551472.5,7681515.0,13.929098912457103
1622,Burkholderia_puraquae,bacteria,717338.0,8098134.0,11.2891468178181
1623,Burkholderia_pyrrocinia,bacteria,1287591.6666666667,7981164.0,6.198521011449023
1624,Burkholderia_reimsis,bacteria,474953.0,8933938.0,18.810151741330195
1625,Burkholderia_seminalis,bacteria,621263.0,7550216.0,12.153010882669658
1626,Burkholderia_singularis,bacteria,401070.5,5549772.5,13.837398911163998
1627,Burkholderia_sp,bacteria,1284185.8780487804,7888895.439024391,6.143110256757338
1628,Burkholderia_stabilis,bacteria,2628324.3333333335,8447510.333333334,3.214028887606844
1629,Burkholderia_stagnalis,bacteria,553890.0,7629080.0,13.773637364819729
1630,Burkholderia_territorii,bacteria,442217.5,7242429.0,16.377526895701777
1631,Burkholderia_thailandensis,bacteria,2367294.5,6785520.75,2.866361050557926
1632,Burkholderia_ubonensis,bacteria,520485.35294117645,7695414.647058823,14.785074361023439
1633,Burkholderia_vietnamiensis,bacteria,723492.0,7275307.833333333,10.055823469137644
1634,Burkholderiaceae_bacterium,bacteria,531813.6666666666,6330200.666666667,11.903042481671214
1635,Burkholderiales_bacterium,bacteria,537000.6571428571,4638287.8,8.637396878950348
1636,Buteo_japonicus,ensembl,7316854.0,1259715124.0,172.16622389895986
1637,Buttiauxella_agrestis,bacteria,1363017.0,5005840.0,3.672617436172843
1638,Buttiauxella_brennerae,bacteria,554378.0,4758272.0,8.583082301245721
1639,Buttiauxella_gaviniae,bacteria,413168.0,5068083.0,12.266397688107501
1640,Buttiauxella_izardii,bacteria,313070.0,4769981.0,15.236148465199475
1641,Buttiauxella_noackiae,bacteria,311116.0,4803576.0,15.439823088494323
1642,Buttiauxella_sp,bacteria,1214007.25,5241292.75,4.317348804959773
1643,Buttiauxella_warmboldiae,bacteria,184422.0,4301460.0,23.324006897224844
1644,Butyrate_producing,bacteria,1456741.0,3601020.0,2.4719699658346954
1645,Butyribacter_intestini,bacteria,1115520.0,3610525.0,3.2366295539300056
1646,Butyricicoccus_porcorum,bacteria,415503.0,2896918.0,6.9720748105308505
1647,Butyricicoccus_pullicaecorum,bacteria,415852.3333333333,3251082.6666666665,7.8178776600988975
1648,Butyricicoccus_sp,bacteria,339512.0714285714,3401726.8571428573,10.019457755446945
1649,Butyricimonas_faecalis,bacteria,2251736.0,4976422.0,2.210037944057385
1650,Butyricimonas_sp,bacteria,694078.5,4861725.0,7.004575130910985
1651,Butyricimonas_virosa,bacteria,339844.6666666667,4837930.333333333,14.235710628581291
1652,Butyrivibrio_crossotus,bacteria,384191.5,2293179.5,5.968844964034862
1653,Butyrivibrio_fibrisolvens,bacteria,832598.3333333334,4911191.333333333,5.89863219359475
1654,Butyrivibrio_hungatei,bacteria,820259.3333333334,3393878.3333333335,4.1375674684998
1655,Butyrivibrio_proteoclasticus,bacteria,1011594.0,4286904.5,4.237771774051645
1656,Butyrivibrio_sp,bacteria,375634.26666666666,3568153.2666666666,9.49900896510329
1657,Caballeronia_arationis,bacteria,238363.0,9377494.0,39.34123165088541
1658,Caballeronia_arvi,bacteria,490546.0,9665767.0,19.704099105894247
1659,Caballeronia_calidae,bacteria,395400.0,9609693.0,24.303725341426404
1660,Caballeronia_choica,bacteria,203684.0,9776207.0,47.99693152137625
1661,Caballeronia_glathei,bacteria,310349.0,8637375.0,27.831167492081494
1662,Caballeronia_glebae,bacteria,280649.0,7842312.0,27.9434881293003
1663,Caballeronia_grimmiae,bacteria,435424.0,6704301.0,15.397178382450209
1664,Caballeronia_hypogeia,bacteria,604283.0,8333271.0,13.790344921171041
1665,Caballeronia_insecticola,bacteria,1941924.0,6964487.0,3.5863849460638004
1666,Caballeronia_jiangsuensis,bacteria,421529.0,8611053.0,20.428138989251035
1667,Caballeronia_megalochromosomata,bacteria,208849.0,9505673.0,45.51457272957975
1668,Caballeronia_novacaledonica,bacteria,597044.0,6777170.0,11.351206946221719
1669,Caballeronia_pedi,bacteria,520930.0,9141307.0,17.548052521452018
1670,Caballeronia_peredens,bacteria,490900.0,6726081.0,13.701529843145243
1671,Caballeronia_sordidicola,bacteria,1009227.25,9301390.5,9.216348944204588
1672,Caballeronia_telluris,bacteria,491095.0,7056109.0,14.36811411234079
1673,Caballeronia_terrestris,bacteria,332060.0,8201357.0,24.69841896042884
1674,Caballeronia_udeis,bacteria,1868353.0,10804931.5,5.783131720825775
1675,Caedibacter_sp,bacteria,140681.0,1895236.0,13.471868980175007
1676,Caenibius_tardaugens,bacteria,620560.0,4291514.0,6.915550470542736
1677,Caenispirillum_bisanense,bacteria,715675.0,5275453.0,7.371297027281937
1678,Caenispirillum_salinarum,bacteria,381148.0,4952465.0,12.99354843787715
1679,Caenorhabditis_elegans,ensembl,11466639.0,100286401.0,8.74592816604761
1680,Cairina_moschata,ensembl,15520707.0,1109207201.0,71.46628056312126
1681,Cajanus_cajan,plants,10823237.0,592816859.0,54.77260259569295
1682,Caldalkalibacillus_thermarum,bacteria,92379.0,2895463.0,31.343303131664122
1683,Caldanaerobacter_subterraneus,bacteria,340211.2,2454144.6,7.213591439670417
1684,Caldanaerobius_fijiensis,bacteria,210603.0,2760766.0,13.108863596434999
1685,Caldanaerovirga_acetigignens,bacteria,242891.0,2264710.0,9.323976598556554
1686,Caldibacillus_debilis,bacteria,176894.0,3150418.0,17.809637409974336
1687,Caldibacillus_hisashii,bacteria,141406.0,3835459.0,27.123735909367355
1688,Caldibacillus_thermoamylovorans,bacteria,456953.3333333333,3838625.6666666665,8.400476343317333
1689,Caldicellulosiruptor_bescii,bacteria,1290170.0,2931662.0,2.27230675027322
1690,Caldicellulosiruptor_changbaiensis,bacteria,1288388.0,2905633.0,2.255246866627134
1691,Caldicellulosiruptor_hydrothermalis,bacteria,1256617.0,2770676.0,2.204869104906268
1692,Caldicellulosiruptor_kristjanssonii,bacteria,1229866.0,2802443.0,2.2786571870431414
1693,Caldicellulosiruptor_kronotskyensis,bacteria,1274927.0,2843785.0,2.230547317611126
1694,Caldicellulosiruptor_lactoaceticus,bacteria,1170391.0,2674809.0,2.2853977858681414
1695,Caldicellulosiruptor_obsidiansis,bacteria,1130742.0,2532343.0,2.239540938604916
1696,Caldicellulosiruptor_owensensis,bacteria,1095245.0,2428903.0,2.2176800624517803
1697,Caldicellulosiruptor_saccharolyticus,bacteria,1319924.0,2970275.0,2.250337898242626
1698,Caldicoprobacter_faecalis,bacteria,157003.0,2579145.0,16.427361260612855
1699,Caldicoprobacter_oshimai,bacteria,39684.0,2693766.0,67.8804052010886
1700,Caldilinea_aerophila,bacteria,2300372.0,5144873.0,2.236539568382853
1701,Caldilineae_bacterium,bacteria,29764.0,3781645.0,127.05432737535277
1702,Caldimicrobium_thiodismutans,bacteria,838253.0,1814952.0,2.1651601604766104
1703,Caldisalinibacter_kiritimatiensis,bacteria,69172.0,2788198.0,40.30818828427687
1704,Caldisphaera_lagunensis,bacteria,678270.0,1546846.0,2.2805755819953704
1705,Caldisphaera_sp,bacteria,56184.5,907254.5,16.147772072368713
1706,Calditerrivibrio_nitroreducens,bacteria,1028716.0,2216552.0,2.1546782591113582
1707,Caldithrix_abyssi,bacteria,2165113.0,4955439.0,2.288766914244199
1708,Calditrichaeota_bacterium,bacteria,63875.125,3903119.625,61.10547141786415
1709,Caldivirga_maquilingensis,bacteria,922786.0,2077567.0,2.251407151820682
1710,Calidifontibacter_indicus,bacteria,1621022.0,3600642.0,2.221217232091853
1711,Calidithermus_roseus,bacteria,140050.0,3675477.0,26.24403427347376
1712,Calidithermus_terrae,bacteria,69677.0,4432248.0,63.611349512751694
1713,Calidris_pugnax,ensembl,10112131.0,1229094286.0,121.54651536852124
1714,Calidris_pygmaea,ensembl,5874762.0,1178350366.0,200.57840062286778
1715,Callithrix_jacchus,ensembl,28893707.0,2829711198.0,97.9352077599458
1716,Callorhinchus_milii,ensembl,7714862.0,974498586.0,126.31445462018634
1717,Caloramator_australicus,bacteria,148705.0,2638447.0,17.74282640126425
1718,Caloramator_fervidus,bacteria,155519.0,1763241.0,11.337785093782752
1719,Caloramator_mitchellensis,bacteria,310498.0,2419359.0,7.791866614277708
1720,Caloramator_proteoclasticus,bacteria,115112.0,2655018.0,23.064650079922163
1721,Caloramator_quimbayensis,bacteria,232786.0,3131359.0,13.4516637598481
1722,Caloramator_sp,bacteria,1322763.0,2984770.0,2.256466199916387
1723,Caloranaerobacter_azorensis,bacteria,92908.5,2442916.5,26.293789050517443
1724,Caloranaerobacter_sp,bacteria,422966.0,2261881.0,5.347666242676716
1725,Calothrix_brevissima,bacteria,3541846.0,9257480.0,2.6137443581680286
1726,Calothrix_desertica,bacteria,695212.0,11421054.0,16.42816004326738
1727,Calothrix_elsteri,bacteria,55172.0,7006470.0,126.993221199159
1728,Calothrix_parasitica,bacteria,3603796.0,9491741.0,2.633817507983249
1729,Calothrix_sp,bacteria,2667166.125,7851078.375,2.943603062970065
1730,Camarhynchus_parvulus,ensembl,15396573.0,1064016364.0,69.10735031750248
1731,Camelimonas_lactis,bacteria,471413.0,4176633.0,8.859817187901054
1732,Camelina_sativa,plants,30584319.0,641356059.0,20.970094478807916
1733,Camelus_dromedarius,ensembl,20137145.0,2154386959.0,106.98572012070231
1734,Caminibacter_mediatlanticus,bacteria,804350.0,1685887.0,2.095961956859576
1735,Caminibacter_pacificus,bacteria,515180.0,1858153.0,3.606803447338794
1736,Caminicella_sporogenes,bacteria,280013.0,2473921.0,8.835021945409677
1737,Campylobacter_aviculae,bacteria,167074.0,1697678.0,10.161233944240276
1738,Campylobacter_avium,bacteria,813054.0,1738633.0,2.138397941588136
1739,Campylobacter_blaseri,bacteria,303114.0,1869677.0,6.168230434753921
1740,Campylobacter_coli,bacteria,322553.14285714284,1773201.607142857,5.497393674220682
1741,Campylobacter_concisus,bacteria,405695.6,1942420.5,4.787876674038368
1742,Campylobacter_cuniculorum,bacteria,864043.0,1937768.0,2.242675422403746
1743,Campylobacter_curvus,bacteria,903981.0,1971270.0,2.180654239414324
1744,Campylobacter_estrildidarum,bacteria,193151.0,1658021.0,8.584066352232192
1745,Campylobacter_fetus,bacteria,651857.3333333334,1855502.0,2.8464848136504304
1746,Campylobacter_geochelonis,bacteria,371995.0,2098701.0,5.641745184747107
1747,Campylobacter_gracilis,bacteria,339947.0,2255573.0,6.635072526011408
1748,Campylobacter_helveticus,bacteria,168480.8,1829633.1,10.859594090246487
1749,Campylobacter_hepaticus,bacteria,129030.0,1518322.0,11.767201426024956
1750,Campylobacter_hominis,bacteria,749896.0,1714951.0,2.2869184526921065
1751,Campylobacter_hyointestinalis,bacteria,468050.71428571426,1788896.142857143,3.8220134875494267
1752,Campylobacter_iguaniorum,bacteria,803736.0,1754638.0,2.1831024117371873
1753,Campylobacter_insulaenigrae,bacteria,871476.0,1922194.5,2.205676920534817
1754,Campylobacter_jejuni,bacteria,334528.93055555556,1843134.513888889,5.509641605071277
1755,Campylobacter_lanienae,bacteria,742187.0,1603322.6666666667,2.160267785162859
1756,Campylobacter_lari,bacteria,746551.7142857143,1742922.142857143,2.3346301528819553
1757,Campylobacter_mucosalis,bacteria,306431.0,1751734.0,5.716569146072036
1758,Campylobacter_novaezeelandiae,bacteria,195786.0,1571819.0,8.028250232396596
1759,Campylobacter_ornithocola,bacteria,197601.0,1668500.0,8.443783179234924
1760,Campylobacter_peloridis,bacteria,827530.0,1762793.0,2.130186216813892
1761,Campylobacter_pinnipediorum,bacteria,813749.5,1770501.0,2.175732212431467
1762,Campylobacter_rectus,bacteria,156929.5,2502223.5,15.944889265561924
1763,Campylobacter_showae,bacteria,184546.33333333334,2128177.0,11.53193868206539
1764,Campylobacter_sp,bacteria,376976.0,1885892.7272727273,5.002686450258709
1765,Campylobacter_sputorum,bacteria,818585.0,1767942.0,2.159753721360641
1766,Campylobacter_subantarcticus,bacteria,836825.0,1782536.0,2.1301180055567173
1767,Campylobacter_taeniopygiae,bacteria,165749.0,1725278.0,10.408979843015643
1768,Campylobacter_upsaliensis,bacteria,788306.25,1710502.75,2.1698454756638044
1769,Campylobacter_ureolyticus,bacteria,617599.5,1687759.5,2.7327734235536134
1770,Campylobacter_volucris,bacteria,400587.0,1569087.0,3.9169693474825693
1771,Campylobacter_vulpis,bacteria,69388.0,1572969.0,22.669179108779616
1772,Campylobacterales_bacterium,bacteria,106488.0,2257141.0,21.196200510855682
1773,Candida_albicans,fungi,2234843.0,14323179.0,6.409031417419479
1774,Candida_auris,fungi,1824376.0,12365959.0,6.7781855275447604
1775,Candida_duobushaemulonis,fungi,2336557.0,12580400.0,5.38416139644785
1776,Candida_glabrata,fungi,1358398.0,12338305.0,9.08298230709998
1777,Candida_haemuloni,fungi,1746828.0,13314323.0,7.621999990840541
1778,Candida_parapsilosis,fungi,2189577.0,13030174.0,5.951000581390835
1779,Candida_pseudohaemulonis,fungi,1602204.0,12591275.0,7.858721486152825
1780,Candida_tropicalis,fungi,1997272.0,14630139.0,7.325060883044473
1781,Candidate_division,bacteria,99061.74137931035,1815741.7758620689,18.329394886261284
1782,Candidatus_abyssubacteria,bacteria,158637.0,5103455.0,32.17064745299016
1783,Candidatus_accumulibacter,bacteria,404325.5,4633807.416666667,11.460586623071428
1784,Candidatus_acetothermia,bacteria,172578.0,1838726.0,10.654463488973102
1785,Candidatus_acidianus,bacteria,268505.0,2454023.0,9.139580268523863
1786,Candidatus_aenigmarchaeota,bacteria,30950.88,834846.2,26.973262149573774
1787,Candidatus_aerophobetes,bacteria,44272.0,1817027.0,41.04235182508132
1788,Candidatus_altiarchaeales,bacteria,61850.94736842105,1354671.105263158,21.902188453055224
1789,Candidatus_altiarchaeum,bacteria,28074.5,1296433.1666666667,46.17831721550399
1790,Candidatus_aminicenantes,bacteria,95079.4,2950339.8,31.03027364497462
1791,Candidatus_amoebophilus,bacteria,772079.0,1884364.0,2.440636256134411
1792,Candidatus_angelobacter,bacteria,136727.0,6482446.0,47.41160121994924
1793,Candidatus_aquarickettsia,bacteria,32401.0,1284848.0,39.65457856239005
1794,Candidatus_aquiluna,bacteria,610181.0,1536026.6666666667,2.5173295574045516
1795,Candidatus_aramenus,bacteria,256110.0,1798894.0,7.023911600484167
1796,Candidatus_arthromitus,bacteria,517266.3333333333,1588962.3333333333,3.071845644957884
1797,Candidatus_atelocyanobacterium,bacteria,587541.0,1443806.0,2.4573706345599713
1798,Candidatus_atribacteria,bacteria,48190.666666666664,1931202.2222222222,40.07419601767055
1799,Candidatus_azobacteroides,bacteria,433751.0,1224919.0,2.824014238583888
1800,Candidatus_bathyarchaeota,bacteria,37477.98823529412,1210455.7647058824,32.2977785548788
1801,Candidatus_berkiella,bacteria,412711.5,3307804.0,8.014809376525733
1802,Candidatus_bipolaricaulis,bacteria,775003.0,1701655.0,2.195675371579207
1803,Candidatus_blochmannia,bacteria,302798.0,748605.5,2.4722934101282044
1804,Candidatus_borreliella,bacteria,461884.0,1097749.0,2.3766768279481427
1805,Candidatus_brocadia,bacteria,406457.8333333333,3625136.0,8.918848900685475
1806,Candidatus_buchananbacteria,bacteria,89562.0,1184984.0,13.230879167504076
1807,Candidatus_burkholderia,bacteria,94560.75,4641057.25,49.080165396319295
1808,Candidatus_caldarchaeum,bacteria,779701.0,1680938.0,2.1558751367511393
1809,Candidatus_carsonella,bacteria,73178.0,159662.0,2.181830604826587
1810,Candidatus_chloroploca,bacteria,318728.0,5841167.0,18.32649469139831
1811,Candidatus_chryseobacterium,bacteria,189474.0,4408720.0,23.26820566410167
1812,Candidatus_cloacimonas,bacteria,280858.25,2327884.75,8.288468471194989
1813,Candidatus_cloacimonetes,bacteria,191582.11111111112,2938619.6666666665,15.338695505669456
1814,Candidatus_competibacter,bacteria,267944.0,4084870.0,15.245237810885857
1815,Candidatus_competibacteraceae,bacteria,279142.0,3525912.6666666665,12.631251000088366
1816,Candidatus_contendobacter,bacteria,116698.0,4611646.0,39.51778093883357
1817,Candidatus_cyclonatronum,bacteria,1827661.0,4294247.0,2.3495861650492076
1818,Candidatus_dactylopiibacterium,bacteria,170718.0,3578638.0,20.9622769713797
1819,Candidatus_dadabacteria,bacteria,60313.0,2827756.5,46.884693183890704
1820,Candidatus_dehalogenimonas,bacteria,435898.0,2023475.0,4.64208369847992
1821,Candidatus_delongbacteria,bacteria,96885.0,3091343.0,31.907343758063682
1822,Candidatus_desulfofervidus,bacteria,1130899.0,2540211.0,2.2461873253049123
1823,Candidatus_desulforudis,bacteria,1019849.0,2349476.0,2.3037488883158193
1824,Candidatus_desulfosporosinus,bacteria,77059.0,5321430.0,69.05656704602967
1825,Candidatus_desulfovibrio,bacteria,610465.0,1410056.0,2.309806459010754
1826,Candidatus_diapherotrites,bacteria,43161.8,721067.0,16.706138298217404
1827,Candidatus_dormibacteraeota,bacteria,144481.0,2960892.0,20.493296696451438
1828,Candidatus_edwardsbacteria,bacteria,204558.5,2681478.5,13.108614406147874
1829,Candidatus_eisenbacteria,bacteria,182886.0,3722320.0,20.35322550659974
1830,Candidatus_electrothrix,bacteria,124091.0,3734523.0,30.095035095212385
1831,Candidatus_endobugula,bacteria,142430.0,3350348.0,23.52276907954785
1832,Candidatus_endolissoclinum,bacteria,114767.5,4091922.5,35.654017905766004
1833,Candidatus_endomicrobium,bacteria,346527.3333333333,1884422.6666666667,5.438020281228417
1834,Candidatus_entotheonella,bacteria,63666.0,9538710.333333334,149.82424423292392
1835,Candidatus_eremiobacter,bacteria,373471.0,2635737.0,7.057407402448918
1836,Candidatus_eremiobacteraeota,bacteria,164454.0,1949983.0,11.857315723545794
1837,Candidatus_erwinia,bacteria,39480.0,2858157.0,72.39506079027356
1838,Candidatus_fermentibacteria,bacteria,92877.0,2987531.3333333335,32.16653566903898
1839,Candidatus_filomicrobium,bacteria,1737889.0,3969942.0,2.2843472741930007
1840,Candidatus_firestonebacteria,bacteria,125020.0,3132398.0,25.055175171972483
1841,Candidatus_frackibacter,bacteria,245528.0,2771211.0,11.286741227069825
1842,Candidatus_frankia,bacteria,1117924.5,5109438.0,4.57046786254349
1843,Candidatus_gallionella,bacteria,94794.0,3434294.0,36.22902293394097
