,Species,Domain,Average Range,Genome_size,Exon_to_genome_ratio
4604,Krasilnikovia_cinnamomea,bacteria,3337673.0,7616132.0,2.2818688349637606
4605,Krasilnikoviella_flava,bacteria,837472.0,4846016.0,5.786481219670628
4606,Kribbella_albertanoniae,bacteria,160012.0,9727339.0,60.79130940179486
4607,Kribbella_antibiotica,bacteria,156542.0,9279240.0,59.27636033780072
4608,Kribbella_capetownensis,bacteria,1386906.0,8831527.0,6.367790607294221
4609,Kribbella_flavida,bacteria,3411444.0,7579488.0,2.2217829165596736
4610,Kribbella_jiaozuonensis,bacteria,1847656.0,8659701.0,4.686857835008248
4611,Kribbella_pittospori,bacteria,1031287.0,9491812.0,9.203851110311678
4612,Kribbella_sindirgiensis,bacteria,795582.0,8891727.0,11.17638031026343
4613,Kribbella_soli,bacteria,1861347.0,8711400.5,4.680159314732825
4614,Kribbella_sp,bacteria,1502729.1666666667,8606273.666666666,5.72709564542291
4615,Kribbella_speibonae,bacteria,1933317.0,9285392.0,4.8028295411461235
4616,Kribbella_turkmenica,bacteria,108854.0,7447142.0,68.41404082532567
4617,Kriegella_aquimaris,bacteria,846029.0,6057242.0,7.159615095936427
4618,Kroppenstedtia_eburnea,bacteria,540578.0,3532052.0,6.533843404652058
4619,Kryptolebias_marmoratus,ensembl,6713077.0,680366784.0,101.34946820958557
4620,Ktedonobacter_racemifer,bacteria,2970064.0,13661586.0,4.599761486621164
4621,Ktedonobacter_sp,bacteria,36774.0,4425780.333333333,120.3508003843295
4622,Ktedonosporobacter_rubrisoli,bacteria,4677520.0,11340617.0,2.42449353503566
4623,Kurthia_sibirica,bacteria,284573.0,3496665.0,12.287409557477343
4624,Kurthia_sp,bacteria,916205.0,3450599.5,3.766187152438592
4625,Kurthia_zopfii,bacteria,743369.5,2970083.5,3.9954336302471383
4626,Kushneria_avicenniae,bacteria,640156.0,3605329.0,5.631953773767644
4627,Kushneria_indalinina,bacteria,1005848.0,3752699.0,3.7308808090287995
4628,Kushneria_konosiri,bacteria,1604880.0,3584631.0,2.2335819500523404
4629,Kushneria_marisflavi,bacteria,1646527.0,3667185.0,2.227224333399938
4630,Kushneria_phosphatilytica,bacteria,547834.0,3604292.0,6.579168142174455
4631,Kushneria_phyllosphaerae,bacteria,962900.0,3764595.0,3.9096427458718455
4632,Kushneria_sinocarnis,bacteria,491097.0,3510707.0,7.148703820222889
4633,Kutzneria_albida,bacteria,4454963.0,9874926.0,2.216612348969004
4634,Kutzneria_buriramensis,bacteria,877582.0,11968322.0,13.637838971173064
4635,Kutzneria_sp,bacteria,4999666.0,11646492.0,2.329454007527703
4636,Kyrpidia_spormannii,bacteria,1472083.0,3352175.0,2.277164399018262
4637,Kyrpidia_tusciae,bacteria,1485078.0,3384766.0,2.2791839889891303
4638,Kytococcus_aerolatus,bacteria,852898.0,2402416.0,2.816768241923419
4639,Kytococcus_schroeteri,bacteria,199201.0,2485236.0,12.47602170671834
4640,Kytococcus_sedentarius,bacteria,1263893.0,2785024.0,2.203528305006832
4641,Kytococcus_sp,bacteria,40446.0,2321898.0,57.407357958759825
4642,Labedaea_rhizosphaerae,bacteria,1551733.0,8317180.0,5.359929833289619
4643,Labedella_endophytica,bacteria,1036232.0,3665080.0,3.5369299539099353
4644,Labedella_gwakjiensis,bacteria,1766989.0,3838939.0,2.1725879448032783
4645,Labedella_phragmitis,bacteria,756499.0,3524121.0,4.658460883623111
4646,Labedella_populi,bacteria,832229.0,3417745.0,4.106736246874358
4647,Labilibacter_sediminis,bacteria,495377.0,6372092.0,12.863116373993948
4648,Labilibaculum_euxinus,bacteria,497894.0,5055185.0,10.153135004639541
4649,Labilithrix_luteola,bacteria,5484578.0,12191466.0,2.222863089922324
4650,Labrenzia_sp,bacteria,1092257.4,5824246.2,5.332301891477229
4651,Labrus_bergylta,ensembl,3354049.0,805480521.0,240.15168561938123
4652,Labrys_okinawensis,bacteria,747827.0,6508340.0,8.703002164939218
4653,Laceyella_sacchari,bacteria,1177882.0,3327363.5,2.8248699784868094
4654,Laceyella_sediminis,bacteria,381733.0,3392166.0,8.886226760589208
4655,Lachnoanaerobaculum_gingivalis,bacteria,633695.0,3097953.0,4.888713024404485
4656,Lachnoanaerobaculum_orale,bacteria,1115517.0,2800999.0,2.5109424598639016
4657,Lachnoanaerobaculum_saburreum,bacteria,527721.0,3022938.0,5.728288243219429
4658,Lachnoanaerobaculum_sp,bacteria,602356.3333333334,2861042.6666666665,4.749751116310445
4659,Lachnoanaerobaculum_umeaense,bacteria,1276426.0,2810441.0,2.2018048833226525
4660,Lachnobacterium_bovis,bacteria,224761.5,2626387.0,11.685217441599207
4661,Lachnoclostridium_phytofermentans,bacteria,1029987.5,4463029.5,4.333090935569606
4662,Lachnoclostridium_sp,bacteria,552135.6363636364,4063560.909090909,7.359714971222487
4663,Lachnospira_eligens,bacteria,380106.8333333333,3126097.5,8.224260197023556
4664,Lachnospira_multipara,bacteria,278126.0,2841494.0,10.216570906711347
4665,Lachnospira_pectinoschiza,bacteria,541651.0,2869764.0,5.2981790857950966
4666,Lachnospiraceae_bacterium,bacteria,442936.0,3561666.313253012,8.041040496263596
4667,Lachnospiraceae_oral,bacteria,476508.0,3288100.0,6.900408807407221
4668,Lachnotalea_glycerini,bacteria,550706.0,4882106.5,8.865177608379062
4669,Lachnotalea_sp,bacteria,516065.0,5162566.0,10.00371271060816
4670,Lacibacter_luteus,bacteria,1176015.0,5067509.0,4.309051330127592
4671,Lacimicrobium_alkaliphilum,bacteria,1955601.0,4378835.0,2.239124954425775
4672,Lacinutrix_sp,bacteria,1180035.6666666667,3332956.6666666665,2.8244541761025865
4673,Lacinutrix_venerupis,bacteria,486691.0,3123464.0,6.41775582453754
4674,Lacrimispora_algidixylanolytica,bacteria,480946.0,4639933.0,9.647513442257551
4675,Lacrimispora_celerecrescens,bacteria,373478.0,5038011.0,13.489445161428518
4676,Lacrimispora_indolis,bacteria,1206669.0,2886490.0,2.392114158895273
4677,Lacrimispora_saccharolytica,bacteria,279661.0,3491619.0,12.4851838475869
4678,Lacrimispora_sphenoides,bacteria,2356885.0,5620427.5,2.384684657927731
4679,Lacticaseibacillus_brantae,bacteria,518109.0,1929842.0,3.7247799208274706
4680,Lacticaseibacillus_camelliae,bacteria,137592.0,2562179.0,18.62156956799814
4681,Lacticaseibacillus_casei,bacteria,479163.5833333333,2999848.1666666665,6.26059298120701
4682,Lacticaseibacillus_chiayiensis,bacteria,204856.0,2872085.0,14.020018940133557
4683,Lacticaseibacillus_fabifermentans,bacteria,127240.5,3429756.5,26.95491215454199
4684,Lacticaseibacillus_manihotivorans,bacteria,95889.0,3125880.0,32.59894252729719
4685,Lacticaseibacillus_nasuensis,bacteria,341678.0,2280237.0,6.673643020621755
4686,Lacticaseibacillus_pantheris,bacteria,301560.0,2541966.0,8.429387186629526
4687,Lacticaseibacillus_paracasei,bacteria,532207.0476190476,3026431.095238095,5.686567114767723
4688,Lacticaseibacillus_rhamnosus,bacteria,794603.7272727273,3081594.272727273,3.8781523002717995
4689,Lacticaseibacillus_saniviri,bacteria,239855.0,2435824.0,10.155402222175898
4690,Lacticaseibacillus_sharpeae,bacteria,200247.0,2444304.0,12.206445040375137
4691,Lacticaseibacillus_thailandensis,bacteria,515612.0,2060676.0,3.996563307293081
4692,Lacticaseibacillus_zeae,bacteria,384485.6666666667,3098489.0,8.05878936102516
4693,Lactiplantibacillus_argentoratensis,bacteria,784472.5,3268324.0,4.1662696907794725
4694,Lactiplantibacillus_garii,bacteria,125888.0,2972201.0,23.609883388408743
4695,Lactiplantibacillus_mudanjiangensis,bacteria,356686.0,3673891.0,10.300070650375961
4696,Lactiplantibacillus_paraplantarum,bacteria,281172.0,3411784.8,12.134155605821347
4697,Lactiplantibacillus_pentosus,bacteria,851039.1428571428,3764933.4285714286,4.42392510399891
4698,Lactiplantibacillus_plantarum,bacteria,742212.4210526316,3385583.052631579,4.561474527507943
4699,Lactiplantibacillus_xiangfangensis,bacteria,360311.0,2989578.0,8.297215461087783
4700,Lactobacillus_acetotolerans,bacteria,422650.0,1644967.5,3.8920324145273866
4701,Lactobacillus_acidophilus,bacteria,876368.2,2355660.6,2.6879804630063027
4702,Lactobacillus_amylolyticus,bacteria,412147.0,1588421.5,3.8540168920312414
4703,Lactobacillus_amylovorus,bacteria,466387.1111111111,2026255.7777777778,4.34457927653804
4704,Lactobacillus_apis,bacteria,565714.6666666666,1681884.3333333333,2.973025859915246
4705,Lactobacillus_bombicola,bacteria,299408.6666666667,1650747.6666666667,5.513359666720848
4706,Lactobacillus_crispatus,bacteria,206137.94444444444,2150908.3333333335,10.43431542470347
4707,Lactobacillus_delbrueckii,bacteria,468794.5714285714,1933356.0,4.124100656943249
4708,Lactobacillus_equicursoris,bacteria,86387.0,2204195.5,25.515361107574055
4709,Lactobacillus_gallinarum,bacteria,291651.6666666667,2070405.1666666667,7.0988970861358585
4710,Lactobacillus_gasseri,bacteria,483682.8333333333,1983755.5,4.101356019457654
4711,Lactobacillus_gigeriorum,bacteria,115417.0,1927182.0,16.697557552180356
4712,Lactobacillus_hamsteri,bacteria,132407.0,1837804.0,13.879961029250719
4713,Lactobacillus_helsingborgensis,bacteria,577555.5,1929878.5,3.341459825073088
4714,Lactobacillus_helveticus,bacteria,468229.5882352941,2080090.5882352942,4.442458658101739
4715,Lactobacillus_hominis,bacteria,267886.0,1928135.0,7.197595245738859
4716,Lactobacillus_iners,bacteria,221949.5,1321432.0,5.953750740596397
4717,Lactobacillus_intestinalis,bacteria,212588.5,2012356.5,9.46597064281464
4718,Lactobacillus_jensenii,bacteria,387116.0,1683156.3333333333,4.347937913528073
4719,Lactobacillus_johnsonii,bacteria,558339.5,1932297.0714285714,3.46079235201624
4720,Lactobacillus_kalixensis,bacteria,129368.0,2078190.0,16.06417352049966
4721,Lactobacillus_kefiranofaciens,bacteria,183926.33333333334,2167189.6666666665,11.782922148178889
4722,Lactobacillus_kimbladii,bacteria,258802.0,2145544.0,8.290291419695366
4723,Lactobacillus_kitasatonis,bacteria,215598.0,1911334.0,8.8652677668624
4724,Lactobacillus_kullabergensis,bacteria,558675.5,2048980.0,3.6675673087507863
4725,Lactobacillus_melliventris,bacteria,571531.5,2068524.0,3.6192650798774872
4726,Lactobacillus_paragasseri,bacteria,488397.0,2027615.0,4.151571365098476
4727,Lactobacillus_pasteurii,bacteria,237962.0,1905398.0,8.007152402484431
4728,Lactobacillus_plantarum,bacteria,1420395.0,3348624.0,2.357530123662784
4729,Lactobacillus_psittaci,bacteria,244580.0,1541412.0,6.302281462098291
4730,Lactobacillus_rodentium,bacteria,224734.0,1521745.0,6.771316311728532
4731,Lactobacillus_ruminis,bacteria,87522.0,1953965.0,22.325415324147073
4732,Lactobacillus_selangorensis,bacteria,438347.5,2134385.5,4.869163163928162
4733,Lactobacillus_sp,bacteria,332232.76666666666,2273379.1666666665,6.842730142110205
4734,Lactobacillus_taiwanensis,bacteria,312573.5,2060252.0,6.591256136556682
4735,Lactobacillus_ultunensis,bacteria,571754.0,2248406.0,3.9324709577895387
4736,Lactobacillus_xujianguonis,bacteria,150130.0,2215750.0,14.758875641111038
4737,Lactococcus_allomyrinae,bacteria,1159913.0,2758410.0,2.3781180140234657
4738,Lactococcus_chungangensis,bacteria,237340.0,2214941.0,9.332354428246397
4739,Lactococcus_cremoris,bacteria,464267.5714285714,2535433.785714286,5.461147712541383
4740,Lactococcus_fujiensis,bacteria,287793.0,2075869.0,7.213062861153676
4741,Lactococcus_garvieae,bacteria,448682.125,2099725.0,4.6797607548996965
4742,Lactococcus_lactis,bacteria,526894.4318181818,2595097.090909091,4.925269530661115
4743,Lactococcus_petauri,bacteria,432479.0,2397176.0,5.542872601906682
4744,Lactococcus_piscium,bacteria,425276.4,2316310.0,5.446598964814412
4745,Lactococcus_plantarum,bacteria,205328.0,1989201.0,9.687918842047845
4746,Lactococcus_raffinolactis,bacteria,356822.25,2283502.75,6.399552578349584
4747,Lactococcus_reticulitermitis,bacteria,553358.0,2169598.0,3.920785458961468
4748,Lactococcus_sp,bacteria,415539.0,2119620.6666666665,5.100894661311373
4749,Lactococcus_termiticola,bacteria,239661.0,1734781.0,7.238478517572738
4750,Lactonifactor_longoviformis,bacteria,423837.0,4839287.0,11.417802126760995
4751,Lactuca_sativa,plants,23785140.0,2391062152.0,100.52756267148312
4752,Lacunisphaera_limnophila,bacteria,1904324.0,4199284.0,2.205131059630609
4753,Lampropedia_aestuarii,bacteria,294260.0,4173824.0,14.184136477944675
4754,Lampropedia_cohaerens,bacteria,246623.0,3158922.0,12.808708028042803
4755,Lampropedia_hyalina,bacteria,182147.0,3184472.0,17.482978034225106
4756,Lampropedia_puyangensis,bacteria,457043.0,3974686.0,8.696525272239155
4757,Lancefieldella_parvulum,bacteria,696051.0,1543805.0,2.2179481101241145
4758,Lapidilactobacillus_concavus,bacteria,142417.0,1898108.0,13.327819010370954
4759,Lapidilactobacillus_dextrinicus,bacteria,323780.0,1807288.0,5.581839520662178
4760,Laribacter_hongkongensis,bacteria,1458894.0,3296800.5,2.2597944058992634
4761,Larimichthys_crocea,ensembl,20039556.0,657939657.0,32.83204762620489
4762,Larkinella_arboricola,bacteria,1314487.0,7020148.0,5.340599032169965
4763,Larkinella_knui,bacteria,1565268.0,7652494.0,4.888935313313758
4764,Larkinella_punicea,bacteria,435372.0,8006342.0,18.389657580184302
4765,Larkinella_rosea,bacteria,1692610.0,8176205.0,4.830530955152103
4766,Larkinella_sp,bacteria,1545485.0,7274818.0,4.707142418075879
4767,Lates_calcarifer,ensembl,6757295.0,668464831.0,98.92491462930063
4768,Latescibacteria_bacterium,bacteria,239676.0,3519707.0,14.685270949114638
4769,Laticauda_laticaudata,ensembl,440080.0,1558706106.0,3541.869900927104
4770,Latilactobacillus_curvatus,bacteria,609973.625,1977865.875,3.2425432738997526
4771,Latilactobacillus_fuchuensis,bacteria,148402.0,2081273.5,14.02456503281627
4772,Latilactobacillus_graminis,bacteria,267389.0,1834154.0,6.859496837940229
4773,Latilactobacillus_sakei,bacteria,681744.7142857143,2014397.7142857143,2.9547683642787947
4774,Latimeria_chalumnae,ensembl,3727104.0,2860591921.0,767.5106251395185
4775,Lautropia_dentalis,bacteria,1304953.0,3827229.0,2.9328481562171205
4776,Lautropia_mirabilis,bacteria,1366744.0,3151925.0,2.306156090679747
4777,Lautropia_sp,bacteria,225073.0,3808117.0,16.919475014772985
4778,Lawsonella_clevelandensis,bacteria,591667.5,1752971.0,2.962763714417304
4779,Lawsonibacter_asaccharolyticus,bacteria,1643184.0,4282156.0,2.606011256195289
4780,Leadbettera_azotonutricia,bacteria,1805834.0,3855671.0,2.1351192856043246
4781,Leadbetterella_byssophila,bacteria,1861298.0,4059653.0,2.1810870693462303
4782,Lebetimonas_natsushimae,bacteria,529984.0,1639064.0,3.0926669484361793
4783,Leclercia_adecarboxylata,bacteria,1771206.3333333333,5209676.0,2.9413151375738456
4784,Leclercia_sp,bacteria,1404575.75,5267914.0,3.750537484361381
4785,Lederbergia_galactosidilytica,bacteria,377421.0,4841992.0,12.829153650697762
4786,Lederbergia_lenta,bacteria,1856449.0,4384366.0,2.3616948270596176
4787,Leersia_perrieri,plants,16113501.0,266687832.0,16.550582769070484
4788,Leeuwenhoekiella_aequorea,bacteria,690226.0,3458071.0,5.010056126544059
4789,Leeuwenhoekiella_aestuarii,bacteria,728204.0,4361611.0,5.98954551197192
4790,Leeuwenhoekiella_blandensis,bacteria,1918208.0,4244565.0,2.2127761952822635
4791,Leeuwenhoekiella_marinoflava,bacteria,359293.0,4747764.0,13.214184523494753
4792,Leeuwenhoekiella_nanhaiensis,bacteria,673403.0,4370016.0,6.489451338945624
4793,Leeuwenhoekiella_palythoae,bacteria,788015.0,4029999.0,5.114114579037201
4794,Leeuwenhoekiella_polynyae,bacteria,547974.0,4794008.0,8.748604860814565
4795,Leeuwenhoekiella_sp,bacteria,287691.0,4424228.666666667,15.378404839451589
4796,Legionella_adelaidensis,bacteria,804080.0,2367659.0,2.9445565117898718
4797,Legionella_anisa,bacteria,1867965.0,4362280.0,2.3353114217878814
4798,Legionella_beliardensis,bacteria,1423147.0,3538304.0,2.486253352605177
4799,Legionella_birminghamensis,bacteria,1655251.0,3789238.0,2.289222601285243
4800,Legionella_bozemanae,bacteria,566322.0,4124313.0,7.282628963734412
4801,Legionella_brunensis,bacteria,494402.0,3750738.0,7.586413485382341
4802,Legionella_busanensis,bacteria,1520863.0,3934006.0,2.5866932129981466
4803,Legionella_cherrii,bacteria,1426864.0,3982132.0,2.790827997622759
4804,Legionella_cincinnatiensis,bacteria,1746292.0,4098995.0,2.347256358043214
4805,Legionella_clemsonensis,bacteria,1460541.0,3272100.0,2.240334232315286
4806,Legionella_donaldsonii,bacteria,1556566.0,3606555.0,2.3169945893717325
4807,Legionella_drancourtii,bacteria,269208.0,4152613.0,15.42529568214912
4808,Legionella_drozanskii,bacteria,753263.0,3558106.0,4.723590565313841
4809,Legionella_erythra,bacteria,526454.0,3239140.0,6.15275028777443
4810,Legionella_fallonii,bacteria,1870665.0,4434890.0,2.3707558542015805
4811,Legionella_feeleii,bacteria,822873.6666666666,3621403.3333333335,4.400922620361733
4812,Legionella_geestiana,bacteria,688713.0,2619539.0,3.8035277394212104
4813,Legionella_gratiana,bacteria,1711488.0,3976384.0,2.323349038964924
4814,Legionella_hackeliae,bacteria,1577204.0,3570857.0,2.2640425715379875
4815,Legionella_israelensis,bacteria,752825.0,3014515.5,4.004271244977252
4816,Legionella_jamestowniensis,bacteria,1177625.0,3341467.0,2.837462689735697
4817,Legionella_jordanis,bacteria,1279984.0,3086499.0,2.4113574857185713
4818,Legionella_lansingensis,bacteria,217411.0,2908590.0,13.378301925845518
4819,Legionella_londiniensis,bacteria,395526.0,2401343.0,6.071264594489364
4820,Legionella_longbeachae,bacteria,1502264.5,3462633.0,2.304942305432898
4821,Legionella_maceachernii,bacteria,363322.0,3600316.0,9.909435707168848
4822,Legionella_massiliensis,bacteria,1168110.0,4387007.0,3.755645444350275
4823,Legionella_moravica,bacteria,1667628.0,3825910.0,2.294222692351052
4824,Legionella_nautarum,bacteria,843210.0,3649429.0,4.328019117420334
4825,Legionella_oakridgensis,bacteria,1163010.3333333333,3201411.0,2.752693512897994
4826,Legionella_parisiensis,bacteria,198254.0,4232284.0,21.347786173292846
4827,Legionella_pneumophila,bacteria,553634.393442623,3484286.8360655736,6.293479735605831
4828,Legionella_qingyii,bacteria,256772.0,5241559.0,20.413281043104387
4829,Legionella_quateirensis,bacteria,1801892.0,4281523.0,2.3761263161166153
4830,Legionella_quinlivanii,bacteria,599295.5,3615221.0,6.032451436728626
4831,Legionella_rubrilucens,bacteria,722891.0,3129674.0,4.3293857580188435
4832,Legionella_sainthelensi,bacteria,1438802.3333333333,4271826.0,2.9690152017638747
4833,Legionella_santicrucis,bacteria,556878.0,4820916.0,8.657041578227188
4834,Legionella_septentrionalis,bacteria,133174.0,2569255.0,19.292466998062686
4835,Legionella_shakespearei,bacteria,282679.0,3507052.0,12.406482264335164
4836,Legionella_sp,bacteria,232568.66666666666,3750905.0,16.12816143189252
4837,Legionella_spiritensis,bacteria,423399.0,3313534.0,7.826031710041828
4838,Legionella_steelei,bacteria,1339066.0,4227172.0,3.1568063112647176
4839,Legionella_steigerwaltii,bacteria,1703720.0,3998094.0,2.346684901274857
4840,Legionella_taurinensis,bacteria,348859.1111111111,3074924.888888889,8.814231278338406
4841,Legionella_tucsonensis,bacteria,1313211.0,3356485.0,2.5559373170038935
4842,Legionella_wadsworthii,bacteria,1562704.0,3602617.0,2.3053738903848715
4843,Legionella_waltersii,bacteria,556383.0,3650667.0,6.561428009123212
4844,Legionella_worsleiensis,bacteria,411272.0,3067721.0,7.459104923262464
4845,Legionellales_bacterium,bacteria,174592.66666666666,1871281.1666666667,10.71798261859032
4846,Leifsonia_aquatica,bacteria,60110.0,4226099.0,70.30608883713192
4847,Leifsonia_rubra,bacteria,240231.0,2775399.0,11.553042696404711
4848,Leifsonia_sp,bacteria,1028935.15,3756733.0,3.6510882148403616
4849,Leifsonia_xyli,bacteria,866573.8333333334,3115018.3333333335,3.5946369639978744
4850,Leishmania_major,protists,1860078.0,32855089.0,17.66328562565656
4851,Leisingera_aquaemixtae,bacteria,548140.0,4614060.0,8.417667019374612
4852,Leisingera_methylohalidivorans,bacteria,1905930.0,4650996.0,2.440276400497395
4853,Leisingera_sp,bacteria,896760.0,5008688.428571428,5.585316504495548
4854,Lelliottia_amnigena,bacteria,2032240.5,4542865.0,2.2353973360928494
4855,Lelliottia_nimipressuralis,bacteria,1353155.3333333333,4808044.333333333,3.5532094615400154
4856,Lelliottia_sp,bacteria,464664.0,4773413.0,10.272827247215192
4857,Leminorella_grimontii,bacteria,602268.0,4235612.0,7.032769464756553
4858,Leminorella_richardii,bacteria,1730350.0,3976274.0,2.2979593723813103
4859,Lentibacillus_amyloliquefaciens,bacteria,1619478.0,3858284.0,2.3824244602273077
4860,Lentibacillus_cibarius,bacteria,1514136.0,3660127.0,2.4173039938288237
4861,Lentibacillus_halodurans,bacteria,374342.0,3670765.0,9.80591277494911
4862,Lentibacillus_lipolyticus,bacteria,252815.0,3146740.0,12.446808931432075
4863,Lentibacillus_persicus,bacteria,396668.0,3314552.0,8.35598535803241
4864,Lentibacter_algarum,bacteria,932621.0,3293487.0,3.5314313102535757
4865,Lentilactobacillus_buchneri,bacteria,469978.1666666667,2547933.3333333335,5.421386596327702
4866,Lentilactobacillus_curieae,bacteria,684406.5,2033789.5,2.971610439117688
4867,Lentilactobacillus_diolivorans,bacteria,293126.0,3261379.0,11.126201701657308
4868,Lentilactobacillus_farraginis,bacteria,158062.5,2852096.5,18.044105970739423
4869,Lentilactobacillus_hilgardii,bacteria,749661.5,2932847.5,3.9122290527124575
4870,Lentilactobacillus_kefiri,bacteria,134024.0,2587790.0,19.308407449412044
4871,Lentilactobacillus_kisonensis,bacteria,239059.5,2996637.0,12.535109460197148
4872,Lentilactobacillus_otakiensis,bacteria,453322.0,2347132.0,5.177626499486016
4873,Lentilactobacillus_parabuchneri,bacteria,272723.3333333333,2721812.3333333335,9.980122712883631
4874,Lentilactobacillus_parafarraginis,bacteria,170031.33333333334,2966596.3333333335,17.44735088042596
4875,Lentilactobacillus_parakefiri,bacteria,121912.33333333333,3337974.6666666665,27.3801228751808
4876,Lentilactobacillus_rapi,bacteria,318124.0,2854844.0,8.973997560699601
4877,Lentilactobacillus_senioris,bacteria,444168.0,1566789.0,3.5274693359269467
4878,Lentilactobacillus_sunkii,bacteria,260633.5,2743883.0,10.527744898487724
4879,Lentimicrobium_saccharophilum,bacteria,1692795.0,4514407.0,2.6668362087553423
4880,Lentisphaerae_bacterium,bacteria,159909.0,5377291.3,33.627196092777766
4881,Lentisphaeria_bacterium,bacteria,195166.83333333334,5035392.0,25.800449359138035
4882,Lentzea_aerocolonigenes,bacteria,161539.0,10250719.0,63.45662038269396
4883,Lentzea_albida,bacteria,854927.0,9441135.0,11.043206028117021
4884,Lentzea_albidocapillata,bacteria,819920.5,8655280.5,10.556243562638086
4885,Lentzea_atacamensis,bacteria,1251165.0,9529573.0,7.616559766297811
4886,Lentzea_flaviverrucosa,bacteria,1015209.0,9473544.0,9.33161940053723
4887,Lentzea_fradiae,bacteria,720036.0,8508028.0,11.816114749818064
4888,Lentzea_guizhouensis,bacteria,4510434.0,9997872.0,2.2166097541833003
4889,Lentzea_jiangxiensis,bacteria,1091139.0,8591279.0,7.873679705335434
4890,Lentzea_waywayandensis,bacteria,1185004.0,10153412.0,8.568251246409295
4891,Lentzea_xinjiangensis,bacteria,812576.0,8684108.0,10.68713326507305
4892,Lepidothrix_coronata,ensembl,6300283.0,1079577334.0,171.35378426651627
4893,Lepisosteus_oculatus,ensembl,20289272.0,945878036.0,46.619614345945976
4894,Leptobrachium_leishanense,ensembl,29506336.0,3549060464.0,120.28130039595564
4895,Leptolinea_tardivitalis,bacteria,638260.0,3676575.0,5.760309278350515
4896,Leptolyngbya_boryana,bacteria,2934120.0,7233668.0,2.465362016550107
4897,Leptolyngbya_foveolarum,bacteria,74287.0,4750982.0,63.954420019653504
4898,Leptolyngbya_sp,bacteria,1466648.9090909092,6510732.363636363,4.439189449690444
4899,Leptolyngbyaceae_cyanobacterium,bacteria,2377301.0,5530491.0,2.326373900486308
4900,Leptonema_illini,bacteria,2019265.0,4522760.0,2.239805077590113
4901,Leptosphaeria_maculans,fungi,2704437.0,45124619.0,16.68540217427879
4902,Leptospira_adleri,bacteria,391473.0,4388198.0,11.209452503748663
4903,Leptospira_alexanderi,bacteria,286789.0,4223825.0,14.727988172489182
4904,Leptospira_alstonii,bacteria,275012.5,4436855.5,16.133286668787783
4905,Leptospira_barantonii,bacteria,751626.0,4392226.0,5.843632338423631
4906,Leptospira_borgpetersenii,bacteria,847668.7142857143,3961850.5714285714,4.673819505969397
4907,Leptospira_brenneri,bacteria,633751.0,4113151.0,6.490168851804573
4908,Leptospira_broomii,bacteria,1405206.0,4395904.0,3.1282986266782236
4909,Leptospira_ellinghausenii,bacteria,1017786.0,4193578.0,4.120294443036159
4910,Leptospira_ellisii,bacteria,41877.5,4199912.5,100.29043042206436
4911,Leptospira_fainei,bacteria,1086452.0,4287324.0,3.9461697341438002
4912,Leptospira_haakeii,bacteria,729447.0,4191261.0,5.745806069529383
4913,Leptospira_harrisiae,bacteria,1171487.0,3946761.0,3.369018179459098
4914,Leptospira_hartskeerlii,bacteria,572316.0,4048089.0,7.073171115258004
4915,Leptospira_inadai,bacteria,900345.0,4457871.0,4.95129200473152
4916,Leptospira_interrogans,bacteria,495421.13636363635,4777533.7727272725,9.643378980142238
4917,Leptospira_johnsonii,bacteria,1046113.0,4063992.0,3.8848499158312726
4918,Leptospira_kirschneri,bacteria,291685.8,4521484.8,15.501216720183155
4919,Leptospira_kmetyi,bacteria,615808.0,4706154.0,7.64224238723758
4920,Leptospira_kobayashii,bacteria,703535.0,4294786.0,6.104580440205534
4921,Leptospira_levettii,bacteria,100962.0,4264788.0,42.24151661020978
4922,Leptospira_macculloughii,bacteria,250297.0,6923300.0,27.660339516654215
4923,Leptospira_mayottensis,bacteria,1673182.0,4216282.0,2.5199183352438648
4924,Leptospira_meyeri,bacteria,1585268.0,4237206.0,2.6728641466300966
4925,Leptospira_neocaledonica,bacteria,499501.0,4213808.0,8.436035163092766
4926,Leptospira_noguchii,bacteria,318296.4,4747309.4,14.914744244672576
4927,Leptospira_perolatii,bacteria,581458.0,3985918.0,6.8550402608614895
4928,Leptospira_ryugenii,bacteria,799648.0,3951395.0,4.94141797390852
4929,Leptospira_saintgironsiae,bacteria,755888.0,4083319.0,5.402015907118515
4930,Leptospira_santarosai,bacteria,581705.7272727273,4094679.4545454546,7.039090836775795
4931,Leptospira_sp,bacteria,237582.16666666666,4013674.8333333335,16.893838833301885
4932,Leptospira_stimsonii,bacteria,1004172.0,4837465.0,4.817366945105022
4933,Leptospira_terpstrae,bacteria,761837.0,4092188.0,5.371474475511166
4934,Leptospira_tipperaryensis,bacteria,1930125.0,4591888.0,2.3790624959523345
4935,Leptospira_vanthielii,bacteria,344172.0,4232327.0,12.297127598991201
4936,Leptospira_weilii,bacteria,266819.0,4247036.333333333,15.917293496090357
4937,Leptospira_wolbachii,bacteria,1367622.0,4081981.0,2.9847289675071034
4938,Leptospira_wolffii,bacteria,888344.5,4318365.5,4.861138330906535
4939,Leptospira_yasudae,bacteria,582867.0,4458090.0,7.648554472975825
4940,Leptospirillum_ferriphilum,bacteria,675975.5,2375931.5,3.5148189542372466
4941,Leptospirillum_ferrooxidans,bacteria,1149403.0,2559538.0,2.2268412384516134
4942,Leptospirillum_sp,bacteria,689716.0,2657315.0,3.852766935956249
