Round,Genome Size,Exon Length,Noncoding Length,Active TEs,TEs Mobilized,TEs in Exons,TEs in Noncoding,BP Deleted Exon,BP Deleted Noncoding
30,985481789,17809314,967672475,500,7500,118,7382,5244,188105550
