Round,Species,GenomeSize,ExonStartRange,ExonEndRange,NoncodingStartRange,NoncodingEndRange,ActiveTE,TEMobilized,TEStatic,TEInExons,TEInNoncoding,TEMobilizeProb
896,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4480000,0,3973,8956027,0.5
881,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4405000,0,3913,8806087,0.5
857,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4285000,0,3793,8566207,0.5
824,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4120000,0,3654,8236346,0.5
474,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2370000,0,2098,4737902,0.5
816,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4080000,0,3597,8156403,0.5
630,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3150000,0,2786,6297214,0.5
124,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,620000,0,557,1239443,0.5
544,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2720000,0,2381,5437619,0.5
942,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4710000,0,4187,9415813,0.5
601,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3005000,0,2653,6007347,0.5
912,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4560000,0,4061,9115939,0.5
977,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4885000,0,4345,9765655,0.5
163,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,815000,0,730,1629270,0.5
688,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3440000,0,3034,6876966,0.5
288,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1440000,0,1269,2878731,0.5
396,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1980000,0,1748,3958252,0.5
850,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4250000,0,3761,8496239,0.5
807,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4035000,0,3555,8066445,0.5
879,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4395000,0,3904,8786096,0.5
159,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,795000,0,715,1589285,0.5
663,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3315000,0,2942,6627058,0.5
7,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,35000,0,36,69964,0.5
147,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,735000,0,657,1469343,0.5
365,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1825000,0,1609,3648391,0.5
567,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2835000,0,2472,5667528,0.5
934,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4670000,0,4147,9335853,0.5
51,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,255000,0,259,509741,0.5
87,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,435000,0,406,869594,0.5
148,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,740000,0,661,1479339,0.5
180,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,900000,0,795,1799205,0.5
463,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2315000,0,2047,4627953,0.5
920,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4600000,0,4084,9195916,0.5
77,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,385000,0,366,769634,0.5
260,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1300000,0,1143,2598857,0.5
236,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1180000,0,1038,2358962,0.5
410,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2050000,0,1817,4098183,0.5
933,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4665000,0,4143,9325857,0.5
855,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4275000,0,3780,8546220,0.5
32,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,160000,0,167,319833,0.5
193,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,965000,0,861,1929139,0.5
451,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2255000,0,1991,4508009,0.5
207,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1035000,0,908,2069092,0.5
697,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3485000,0,3069,6966931,0.5
222,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1110000,0,990,2219010,0.5
182,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,910000,0,808,1819192,0.5
900,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4500000,0,3988,8996012,0.5
939,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4695000,0,4170,9385830,0.5
488,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2440000,0,2161,4877839,0.5
792,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3960000,0,3494,7916506,0.5
437,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2185000,0,1931,4368069,0.5
404,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2020000,0,1791,4038209,0.5
808,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4040000,0,3559,8076441,0.5
605,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3025000,0,2670,6047330,0.5
608,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3040000,0,2685,6077315,0.5
622,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3110000,0,2751,6217249,0.5
374,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1870000,0,1644,3738356,0.5
441,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2205000,0,1947,4408053,0.5
388,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1940000,0,1715,3878285,0.5
606,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3030000,0,2676,6057324,0.5
611,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3055000,0,2696,6107304,0.5
411,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2055000,0,1823,4108177,0.5
536,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2680000,0,2356,5357644,0.5
435,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2175000,0,1923,4348077,0.5
633,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3165000,0,2797,6327203,0.5
393,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1965000,0,1735,3928265,0.5
547,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2735000,0,2390,5467610,0.5
863,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4315000,0,3830,8626170,0.5
142,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,710000,0,637,1419363,0.5
609,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3045000,0,2691,6087309,0.5
13,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,65000,0,70,129930,0.5
511,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2555000,0,2267,5107733,0.5
558,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2790000,0,2429,5577571,0.5
661,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3305000,0,2926,6607074,0.5
96,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,480000,0,445,959555,0.5
323,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1615000,0,1421,3228579,0.5
778,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3890000,0,3430,7776570,0.5
812,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4060000,0,3572,8116428,0.5
878,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4390000,0,3902,8776098,0.5
833,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4165000,0,3697,8326303,0.5
941,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4705000,0,4182,9405818,0.5
517,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2585000,0,2294,5167706,0.5
256,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1280000,0,1130,2558870,0.5
282,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1410000,0,1233,2818767,0.5
744,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3720000,0,3292,7436708,0.5
936,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4680000,0,4155,9355845,0.5
445,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2225000,0,1962,4448038,0.5
670,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3350000,0,2973,6697027,0.5
339,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1695000,0,1484,3388516,0.5
66,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,330000,0,319,659681,0.5
882,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4410000,0,3917,8816083,0.5
75,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,375000,0,356,749644,0.5
53,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,265000,0,268,529732,0.5
23,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,115000,0,124,229876,0.5
372,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1860000,0,1636,3718364,0.5
564,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2820000,0,2462,5637538,0.5
42,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,210000,0,216,419784,0.5
784,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3920000,0,3456,7836544,0.5
540,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2700000,0,2367,5397633,0.5
604,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3020000,0,2666,6037334,0.5
680,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3400000,0,3006,6796994,0.5
82,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,410000,0,386,819614,0.5
884,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4420000,0,3928,8836072,0.5
976,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4880000,0,4344,9755656,0.5
31,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,155000,0,162,309838,0.5
626,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3130000,0,2769,6257231,0.5
188,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,940000,0,835,1879165,0.5
89,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,445000,0,417,889583,0.5
494,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2470000,0,2181,4937819,0.5
592,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2960000,0,2599,5917401,0.5
345,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1725000,0,1508,3448492,0.5
88,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,440000,0,408,879592,0.5
651,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3255000,0,2879,6507121,0.5
797,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3985000,0,3514,7966486,0.5
628,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3140000,0,2775,6277225,0.5
584,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2920000,0,2563,5837437,0.5
800,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4000000,0,3524,7996476,0.5
974,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4870000,0,4336,9735664,0.5
400,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2000000,0,1771,3998229,0.5
444,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2220000,0,1958,4438042,0.5
498,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2490000,0,2203,4977797,0.5
545,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2725000,0,2384,5447616,0.5
289,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1445000,0,1273,2888727,0.5
131,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,655000,0,591,1309409,0.5
848,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4240000,0,3751,8476249,0.5
671,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3355000,0,2979,6707021,0.5
48,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,240000,0,241,479759,0.5
711,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3555000,0,3143,7106857,0.5
189,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,945000,0,839,1889161,0.5
318,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1590000,0,1394,3178606,0.5
994,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4970000,0,4418,9935582,0.5
431,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2155000,0,1901,4308099,0.5
514,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2570000,0,2279,5137721,0.5
662,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3310000,0,2934,6617066,0.5
399,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1995000,0,1767,3988233,0.5
391,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1955000,0,1728,3908272,0.5
632,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3160000,0,2793,6317207,0.5
468,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2340000,0,2075,4677925,0.5
975,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4875000,0,4341,9745659,0.5
587,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2935000,0,2574,5867426,0.5
217,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1085000,0,962,2169038,0.5
982,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4910000,0,4368,9815632,0.5
168,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,840000,0,754,1679246,0.5
447,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2235000,0,1971,4468029,0.5
343,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1715000,0,1502,3428498,0.5
620,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3100000,0,2739,6197261,0.5
113,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,565000,0,512,1129488,0.5
61,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,305000,0,296,609704,0.5
804,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4020000,0,3537,8036463,0.5
448,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2240000,0,1975,4478025,0.5
296,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1480000,0,1304,2958696,0.5
425,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2125000,0,1874,4248126,0.5
687,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3435000,0,3028,6866972,0.5
729,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3645000,0,3211,7286789,0.5
858,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4290000,0,3796,8576204,0.5
950,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4750000,0,4224,9495776,0.5
862,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4310000,0,3826,8616174,0.5
930,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4650000,0,4128,9295872,0.5
1000,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,5000000,0,4454,9995546,0.5
287,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1435000,0,1262,2868738,0.5
822,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4110000,0,3639,8216361,0.5
895,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4475000,0,3967,8946033,0.5
502,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2510000,0,2225,5017775,0.5
44,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,220000,0,223,439777,0.5
248,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1240000,0,1095,2478905,0.5
9,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,45000,0,51,89949,0.5
284,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1420000,0,1245,2838755,0.5
981,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4905000,0,4364,9805636,0.5
710,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3550000,0,3138,7096862,0.5
880,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4400000,0,3909,8796091,0.5
619,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3095000,0,2733,6187267,0.5
412,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2060000,0,1827,4118173,0.5
309,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1545000,0,1360,3088640,0.5
33,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,165000,0,173,329827,0.5
196,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,980000,0,870,1959130,0.5
471,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2355000,0,2087,4707913,0.5
984,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4920000,0,4373,9835627,0.5
531,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2655000,0,2342,5307658,0.5
362,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1810000,0,1597,3618403,0.5
91,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,455000,0,426,909574,0.5
935,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4675000,0,4154,9345846,0.5
569,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2845000,0,2480,5687520,0.5
258,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1290000,0,1136,2578864,0.5
290,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1450000,0,1277,2898723,0.5
164,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,820000,0,733,1639267,0.5
121,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,605000,0,548,1209452,0.5
570,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2850000,0,2487,5697513,0.5
870,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4350000,0,3858,8696142,0.5
613,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3065000,0,2701,6127299,0.5
156,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,780000,0,704,1559296,0.5
277,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1385000,0,1212,2768788,0.5
581,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2905000,0,2552,5807448,0.5
319,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1595000,0,1401,3188599,0.5
416,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2080000,0,1844,4158156,0.5
490,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2450000,0,2165,4897835,0.5
836,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4180000,0,3702,8356298,0.5
106,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,530000,0,487,1059513,0.5
852,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4260000,0,3770,8516230,0.5
735,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3675000,0,3240,7346760,0.5
790,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3950000,0,3485,7896515,0.5
300,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1500000,0,1315,2998685,0.5
742,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3710000,0,3280,7416720,0.5
218,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1090000,0,965,2179035,0.5
637,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3185000,0,2820,6367180,0.5
371,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1855000,0,1634,3708366,0.5
210,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1050000,0,917,2099083,0.5
307,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1535000,0,1349,3068651,0.5
995,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4975000,0,4424,9945576,0.5
842,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4210000,0,3724,8416276,0.5
723,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3615000,0,3186,7226814,0.5
40,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,200000,0,209,399791,0.5
780,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3900000,0,3444,7796556,0.5
353,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1765000,0,1544,3528456,0.5
112,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,560000,0,508,1119492,0.5
461,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2305000,0,2035,4607965,0.5
513,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2565000,0,2278,5127722,0.5
947,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4735000,0,4208,9465792,0.5
574,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2870000,0,2511,5737489,0.5
472,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2360000,0,2089,4717911,0.5
176,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,880000,0,776,1759224,0.5
301,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1505000,0,1316,3008684,0.5
772,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3860000,0,3405,7716595,0.5
223,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1115000,0,993,2229007,0.5
279,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1395000,0,1223,2788777,0.5
597,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2985000,0,2629,5967371,0.5
709,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3545000,0,3131,7086869,0.5
500,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2500000,0,2213,4997787,0.5
851,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4255000,0,3765,8506235,0.5
738,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3690000,0,3260,7376740,0.5
100,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,500000,0,464,999536,0.5
937,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4685000,0,4160,9365840,0.5
464,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2320000,0,2053,4637947,0.5
93,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,465000,0,437,929563,0.5
785,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3925000,0,3461,7846539,0.5
756,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3780000,0,3355,7556645,0.5
924,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4620000,0,4103,9235897,0.5
346,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1730000,0,1515,3458485,0.5
743,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3715000,0,3285,7426715,0.5
815,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4075000,0,3590,8146410,0.5
231,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1155000,0,1018,2308982,0.5
996,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4980000,0,4433,9955567,0.5
845,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4225000,0,3742,8446258,0.5
599,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2995000,0,2640,5987360,0.5
415,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2075000,0,1838,4148162,0.5
689,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3445000,0,3038,6886962,0.5
84,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,420000,0,390,839610,0.5
714,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3570000,0,3157,7136843,0.5
192,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,960000,0,856,1919144,0.5
712,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3560000,0,3150,7116850,0.5
73,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,365000,0,348,729652,0.5
120,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,600000,0,544,1199456,0.5
292,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1460000,0,1282,2918718,0.5
827,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4135000,0,3667,8266333,0.5
184,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,920000,0,820,1839180,0.5
449,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2245000,0,1978,4488022,0.5
281,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1405000,0,1229,2808771,0.5
654,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3270000,0,2889,6537111,0.5
919,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4595000,0,4080,9185920,0.5
771,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3855000,0,3403,7706597,0.5
22,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,110000,0,120,219880,0.5
230,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1150000,0,1013,2298987,0.5
241,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1205000,0,1057,2408943,0.5
789,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3945000,0,3480,7886520,0.5
56,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,280000,0,280,559720,0.5
305,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1525000,0,1341,3048659,0.5
770,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3850000,0,3400,7696600,0.5
801,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4005000,0,3526,8006474,0.5
226,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1130000,0,1003,2258997,0.5
543,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2715000,0,2379,5427621,0.5
352,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1760000,0,1539,3518461,0.5
894,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4470000,0,3963,8936037,0.5
616,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3080000,0,2715,6157285,0.5
72,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,360000,0,344,719656,0.5
594,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2970000,0,2614,5937386,0.5
28,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,140000,0,152,279848,0.5
384,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1920000,0,1694,3838306,0.5
52,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,260000,0,263,519737,0.5
382,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1910000,0,1685,3818315,0.5
95,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,475000,0,442,949558,0.5
600,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3000000,0,2646,5997354,0.5
897,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4485000,0,3975,8966025,0.5
