Round,Species,GenomeSize,ExonStartRange,ExonEndRange,NoncodingStartRange,NoncodingEndRange,ActiveTE,TEMobilized,TEStatic,TEInExons,TEInNoncoding,TEMobilizeProb
104,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,520000,0,483,1039517,0.5
172,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,860000,0,767,1719233,0.5
111,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,555000,0,501,1109499,0.5
81,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,405000,0,381,809619,0.5
125,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,625000,0,563,1249437,0.5
209,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1045000,0,915,2089085,0.5
221,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1105000,0,981,2209019,0.5
546,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2730000,0,2389,5457611,0.5
275,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1375000,0,1199,2748801,0.5
466,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2330000,0,2063,4657937,0.5
602,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3010000,0,2656,6017344,0.5
885,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4425000,0,3932,8846068,0.5
999,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4995000,0,4447,9985553,0.5
268,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1340000,0,1175,2678825,0.5
648,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3240000,0,2869,6477131,0.5
516,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2580000,0,2288,5157712,0.5
660,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3300000,0,2919,6597081,0.5
450,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2250000,0,1983,4498017,0.5
757,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3785000,0,3359,7566641,0.5
351,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1755000,0,1537,3508463,0.5
636,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3180000,0,2815,6357185,0.5
170,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,850000,0,762,1699238,0.5
911,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4555000,0,4056,9105944,0.5
242,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1210000,0,1066,2418934,0.5
859,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4295000,0,3805,8586195,0.5
747,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3735000,0,3302,7466698,0.5
875,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4375000,0,3887,8746113,0.5
492,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2460000,0,2171,4917829,0.5
614,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3070000,0,2707,6137293,0.5
991,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4955000,0,4405,9905595,0.5
110,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,550000,0,499,1099501,0.5
186,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,930000,0,829,1859171,0.5
503,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2515000,0,2227,5027773,0.5
861,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4305000,0,3818,8606182,0.5
990,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4950000,0,4398,9895602,0.5
39,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,195000,0,206,389794,0.5
206,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1030000,0,907,2059093,0.5
420,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2100000,0,1854,4198146,0.5
473,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2365000,0,2094,4727906,0.5
650,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3250000,0,2876,6497124,0.5
901,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4505000,0,3991,9006009,0.5
988,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4940000,0,4388,9875612,0.5
294,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1470000,0,1294,2938706,0.5
158,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,790000,0,711,1579289,0.5
499,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2495000,0,2209,4987791,0.5
395,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1975000,0,1745,3948255,0.5
603,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3015000,0,2661,6027339,0.5
685,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3425000,0,3024,6846976,0.5
504,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2520000,0,2229,5037771,0.5
310,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1550000,0,1363,3098637,0.5
452,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2260000,0,1994,4518006,0.5
481,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2405000,0,2135,4807865,0.5
297,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1485000,0,1306,2968694,0.5
269,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1345000,0,1181,2688819,0.5
768,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3840000,0,3396,7676604,0.5
910,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4550000,0,4052,9095948,0.5
921,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4605000,0,4088,9205912,0.5
271,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1355000,0,1186,2708814,0.5
777,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3885000,0,3428,7766572,0.5
252,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1260000,0,1119,2518881,0.5
162,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,810000,0,729,1619271,0.5
749,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3745000,0,3314,7486686,0.5
629,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3145000,0,2780,6287220,0.5
753,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3765000,0,3339,7526661,0.5
903,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4515000,0,4007,9025993,0.5
302,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1510000,0,1320,3018680,0.5
520,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2600000,0,2301,5197699,0.5
216,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1080000,0,954,2159046,0.5
244,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1220000,0,1078,2438922,0.5
406,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2030000,0,1798,4058202,0.5
739,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3695000,0,3264,7386736,0.5
755,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3775000,0,3348,7546652,0.5
97,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,485000,0,448,969552,0.5
579,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2895000,0,2538,5787462,0.5
624,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3120000,0,2760,6237240,0.5
699,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3495000,0,3084,6986916,0.5
740,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3700000,0,3271,7396729,0.5
115,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,575000,0,522,1149478,0.5
951,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4755000,0,4227,9505773,0.5
794,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3970000,0,3500,7936500,0.5
185,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,925000,0,827,1849173,0.5
727,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3635000,0,3199,7266801,0.5
29,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,145000,0,158,289842,0.5
26,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,130000,0,142,259858,0.5
312,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1560000,0,1370,3118630,0.5
986,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4930000,0,4381,9855619,0.5
508,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2540000,0,2248,5077752,0.5
171,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,855000,0,765,1709235,0.5
476,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2380000,0,2112,4757888,0.5
666,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3330000,0,2957,6657043,0.5
535,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2675000,0,2353,5347647,0.5
821,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4105000,0,3634,8206366,0.5
55,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,275000,0,274,549726,0.5
767,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3835000,0,3389,7666611,0.5
874,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4370000,0,3880,8736120,0.5
752,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3760000,0,3335,7516665,0.5
656,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3280000,0,2897,6557103,0.5
731,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3655000,0,3219,7306781,0.5
971,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4855000,0,4326,9705674,0.5
8,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,40000,0,49,79951,0.5
254,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1270000,0,1127,2538873,0.5
734,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3670000,0,3234,7336766,0.5
49,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,245000,0,245,489755,0.5
763,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3815000,0,3376,7626624,0.5
5,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,25000,0,28,49972,0.5
485,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2425000,0,2150,4847850,0.5
817,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4085000,0,3606,8166394,0.5
841,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4205000,0,3719,8406281,0.5
992,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4960000,0,4407,9915593,0.5
245,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1225000,0,1081,2448919,0.5
202,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1010000,0,889,2019111,0.5
512,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2560000,0,2273,5117727,0.5
321,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1605000,0,1410,3208590,0.5
408,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2040000,0,1808,4078192,0.5
944,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4720000,0,4195,9435805,0.5
65,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,325000,0,312,649688,0.5
585,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2925000,0,2566,5847434,0.5
64,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,320000,0,309,639691,0.5
649,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3245000,0,2873,6487127,0.5
69,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,345000,0,331,689669,0.5
715,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3575000,0,3165,7146835,0.5
849,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4245000,0,3755,8486245,0.5
12,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,60000,0,65,119935,0.5
572,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2860000,0,2500,5717500,0.5
487,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2435000,0,2158,4867842,0.5
708,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3540000,0,3128,7076872,0.5
103,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,515000,0,476,1029524,0.5
169,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,845000,0,760,1689240,0.5
286,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1430000,0,1254,2858746,0.5
118,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,590000,0,536,1179464,0.5
523,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2615000,0,2319,5227681,0.5
788,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3940000,0,3477,7876523,0.5
868,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4340000,0,3849,8676151,0.5
906,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4530000,0,4023,9055977,0.5
746,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3730000,0,3302,7456698,0.5
253,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1265000,0,1125,2528875,0.5
220,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1100000,0,975,2199025,0.5
18,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,90000,0,98,179902,0.5
43,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,215000,0,220,429780,0.5
860,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4300000,0,3810,8596190,0.5
203,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1015000,0,891,2029109,0.5
457,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2285000,0,2023,4567977,0.5
832,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4160000,0,3695,8316305,0.5
726,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3630000,0,3194,7256806,0.5
956,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4780000,0,4249,9555751,0.5
524,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2620000,0,2322,5237678,0.5
160,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,800000,0,719,1599281,0.5
835,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4175000,0,3698,8346302,0.5
211,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1055000,0,928,2109072,0.5
20,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,100000,0,108,199892,0.5
59,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,295000,0,291,589709,0.5
427,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2135000,0,1880,4268120,0.5
527,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2635000,0,2329,5267671,0.5
820,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4100000,0,3625,8196375,0.5
676,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3380000,0,2996,6757004,0.5
495,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2475000,0,2188,4947812,0.5
681,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3405000,0,3008,6806992,0.5
212,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1060000,0,930,2119070,0.5
330,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1650000,0,1458,3298542,0.5
754,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3770000,0,3344,7536656,0.5
298,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1490000,0,1309,2978691,0.5
669,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3345000,0,2970,6687030,0.5
14,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,70000,0,78,139922,0.5
54,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,270000,0,270,539730,0.5
367,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1835000,0,1617,3668383,0.5
537,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2685000,0,2359,5367641,0.5
887,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4435000,0,3940,8866060,0.5
79,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,395000,0,372,789628,0.5
6,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,30000,0,32,59968,0.5
922,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4610000,0,4092,9215908,0.5
178,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,890000,0,788,1779212,0.5
363,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1815000,0,1603,3628397,0.5
442,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2210000,0,1952,4418048,0.5
107,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,535000,0,491,1069509,0.5
891,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4455000,0,3956,8906044,0.5
989,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4945000,0,4393,9885607,0.5
741,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3705000,0,3276,7406724,0.5
379,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1895000,0,1670,3788330,0.5
793,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3965000,0,3496,7926504,0.5
419,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2095000,0,1849,4188151,0.5
434,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2170000,0,1917,4338083,0.5
725,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3625000,0,3192,7246808,0.5
215,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1075000,0,945,2149055,0.5
409,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2045000,0,1813,4088187,0.5
904,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4520000,0,4012,9035988,0.5
418,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2090000,0,1849,4178151,0.5
883,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4415000,0,3919,8826081,0.5
385,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1925000,0,1699,3848301,0.5
133,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,665000,0,598,1329402,0.5
439,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2195000,0,1939,4388061,0.5
166,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,830000,0,741,1659259,0.5
261,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1305000,0,1149,2608851,0.5
952,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4760000,0,4229,9515771,0.5
45,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,225000,0,227,449773,0.5
482,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2410000,0,2137,4817863,0.5
417,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2085000,0,1847,4168153,0.5
491,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2455000,0,2169,4907831,0.5
703,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3515000,0,3105,7026895,0.5
665,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3325000,0,2952,6647048,0.5
109,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,545000,0,494,1089506,0.5
237,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1185000,0,1043,2368957,0.5
943,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4715000,0,4191,9425809,0.5
565,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2825000,0,2467,5647533,0.5
696,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3480000,0,3064,6956936,0.5
361,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1805000,0,1590,3608410,0.5
187,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,935000,0,832,1869168,0.5
529,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2645000,0,2334,5287666,0.5
152,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,760000,0,687,1519313,0.5
263,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1315000,0,1155,2628845,0.5
127,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,635000,0,571,1269429,0.5
765,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3825000,0,3382,7646618,0.5
276,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1380000,0,1207,2758793,0.5
826,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4130000,0,3664,8256336,0.5
838,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4190000,0,3709,8376291,0.5
946,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4730000,0,4204,9455796,0.5
997,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4985000,0,4439,9965561,0.5
316,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1580000,0,1384,3158616,0.5
902,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4510000,0,4000,9016000,0.5
722,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3610000,0,3184,7216816,0.5
568,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2840000,0,2475,5677525,0.5
376,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1880000,0,1654,3758346,0.5
430,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2150000,0,1896,4298104,0.5
85,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,425000,0,397,849603,0.5
364,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1820000,0,1603,3638397,0.5
510,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2550000,0,2261,5097739,0.5
695,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3475000,0,3058,6946942,0.5
173,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,865000,0,770,1729230,0.5
655,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3275000,0,2893,6547107,0.5
773,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3865000,0,3410,7726590,0.5
355,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1775000,0,1556,3548444,0.5
551,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2755000,0,2403,5507597,0.5
647,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3235000,0,2865,6467135,0.5
865,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4325000,0,3833,8646167,0.5
552,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2760000,0,2408,5517592,0.5
423,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2115000,0,1865,4228135,0.5
615,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3075000,0,2710,6147290,0.5
698,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3490000,0,3079,6976921,0.5
285,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1425000,0,1250,2848750,0.5
621,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3105000,0,2743,6207257,0.5
640,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3200000,0,2836,6397164,0.5
867,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4335000,0,3845,8666155,0.5
108,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,540000,0,493,1079507,0.5
686,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3430000,0,3024,6856976,0.5
960,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4800000,0,4272,9595728,0.5
694,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3470000,0,3057,6936943,0.5
644,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3220000,0,2856,6437144,0.5
724,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3620000,0,3188,7236812,0.5
795,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3975000,0,3505,7946495,0.5
854,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4270000,0,3780,8536220,0.5
214,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1070000,0,940,2139060,0.5
745,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3725000,0,3298,7446702,0.5
641,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3205000,0,2840,6407160,0.5
782,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3910000,0,3447,7816553,0.5
2,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,10000,0,10,19990,0.5
598,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2990000,0,2632,5977368,0.5
657,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3285000,0,2901,6567099,0.5
829,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4145000,0,3681,8286319,0.5
41,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,205000,0,211,409789,0.5
550,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2750000,0,2397,5497603,0.5
813,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4065000,0,3577,8126423,0.5
969,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4845000,0,4314,9685686,0.5
864,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4320000,0,3831,8636169,0.5
701,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3505000,0,3093,7006907,0.5
324,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1620000,0,1424,3238576,0.5
489,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2445000,0,2164,4887836,0.5
575,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2875000,0,2518,5747482,0.5
721,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3605000,0,3178,7206822,0.5
329,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1645000,0,1444,3288556,0.5
791,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3955000,0,3491,7906509,0.5
155,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,775000,0,702,1549298,0.5
521,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2605000,0,2307,5207693,0.5
634,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3170000,0,2804,6337196,0.5
405,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2025000,0,1791,4048209,0.5
478,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,2390000,0,2123,4777877,0.5
336,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1680000,0,1472,3358528,0.5
243,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1215000,0,1070,2428930,0.5
890,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,4450000,0,3951,8896049,0.5
331,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1655000,0,1462,3308538,0.5
259,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,1295000,0,1139,2588861,0.5
673,Accipiter_nisus,1190649881,0,533365,533366,1190649881,10000,3365000,0,2984,6727016,0.5
