id,round,species,genome_size,exon_start_range,exon_end_range,noncoding_start_range,non_coding_end_range,active_te,te_mobilized,te_static,te_in_exons,te_in_noncoding,te_mobilize_prob
260,260,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1300000,0,109939,1190061,0.5
261,261,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1305000,0,110390,1194610,0.5
262,262,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1310000,0,110812,1199188,0.5
263,263,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1315000,0,111239,1203761,0.5
264,264,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1320000,0,111669,1208331,0.5
265,265,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1325000,0,112120,1212880,0.5
266,266,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1330000,0,112557,1217443,0.5
267,267,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1335000,0,112986,1222014,0.5
268,268,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1340000,0,113402,1226598,0.5
269,269,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1345000,0,113807,1231193,0.5
270,270,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1350000,0,114257,1235743,0.5
271,271,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1355000,0,114661,1240339,0.5
272,272,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1360000,0,115084,1244916,0.5
273,273,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1365000,0,115552,1249448,0.5
274,274,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1370000,0,115980,1254020,0.5
275,275,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1375000,0,116397,1258603,0.5
276,276,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1380000,0,116767,1263233,0.5
277,277,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1385000,0,117176,1267824,0.5
278,278,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1390000,0,117607,1272393,0.5
279,279,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1395000,0,118049,1276951,0.5
280,280,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1400000,0,118510,1281490,0.5
281,281,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1405000,0,118944,1286056,0.5
282,282,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1410000,0,119363,1290637,0.5
283,283,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1415000,0,119770,1295230,0.5
284,284,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1420000,0,120191,1299809,0.5
285,285,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1425000,0,120591,1304409,0.5
286,286,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1430000,0,121003,1308997,0.5
287,287,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1435000,0,121442,1313558,0.5
288,288,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1440000,0,121830,1318170,0.5
289,289,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1445000,0,122283,1322717,0.5
290,290,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1450000,0,122719,1327281,0.5
291,291,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1455000,0,123112,1331888,0.5
292,292,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1460000,0,123526,1336474,0.5
293,293,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1465000,0,123926,1341074,0.5
294,294,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1470000,0,124354,1345646,0.5
295,295,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1475000,0,124772,1350228,0.5
296,296,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1480000,0,125198,1354802,0.5
297,297,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1485000,0,125610,1359390,0.5
298,298,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1490000,0,126024,1363976,0.5
299,299,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1495000,0,126438,1368562,0.5
300,300,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1500000,0,126860,1373140,0.5
301,301,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1505000,0,127264,1377736,0.5
302,302,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1510000,0,127700,1382300,0.5
303,303,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1515000,0,128113,1386887,0.5
304,304,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1520000,0,128543,1391457,0.5
305,305,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1525000,0,128927,1396073,0.5
306,306,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1530000,0,129330,1400670,0.5
307,307,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1535000,0,129763,1405237,0.5
308,308,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1540000,0,130217,1409783,0.5
309,309,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1545000,0,130661,1414339,0.5
310,310,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1550000,0,131074,1418926,0.5
311,311,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1555000,0,131487,1423513,0.5
312,312,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1560000,0,131909,1428091,0.5
313,313,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1565000,0,132381,1432619,0.5
314,314,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1570000,0,132799,1437201,0.5
315,315,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1575000,0,133195,1441805,0.5
316,316,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1580000,0,133599,1446401,0.5
317,317,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1585000,0,134032,1450968,0.5
318,318,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1590000,0,134452,1455548,0.5
319,319,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1595000,0,134868,1460132,0.5
320,320,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1600000,0,135279,1464721,0.5
321,321,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1605000,0,135699,1469301,0.5
322,322,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1610000,0,136092,1473908,0.5
323,323,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1615000,0,136522,1478478,0.5
324,324,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1620000,0,136927,1483073,0.5
325,325,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1625000,0,137345,1487655,0.5
326,326,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1630000,0,137783,1492217,0.5
327,327,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1635000,0,138220,1496780,0.5
328,328,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1640000,0,138634,1501366,0.5
329,329,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1645000,0,139054,1505946,0.5
330,330,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1650000,0,139482,1510518,0.5
331,331,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1655000,0,139924,1515076,0.5
332,332,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1660000,0,140324,1519676,0.5
333,333,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1665000,0,140733,1524267,0.5
334,334,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1670000,0,141162,1528838,0.5
335,335,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1675000,0,141567,1533433,0.5
336,336,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1680000,0,141993,1538007,0.5
337,337,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1685000,0,142406,1542594,0.5
338,338,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1690000,0,142827,1547173,0.5
339,339,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1695000,0,143251,1551749,0.5
340,340,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1700000,0,143672,1556328,0.5
341,341,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1705000,0,144123,1560877,0.5
342,342,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1710000,0,144574,1565426,0.5
343,343,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1715000,0,145007,1569993,0.5
344,344,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1720000,0,145439,1574561,0.5
345,345,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1725000,0,145875,1579125,0.5
346,346,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1730000,0,146313,1583687,0.5
347,347,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1735000,0,146722,1588278,0.5
348,348,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1740000,0,147118,1592882,0.5
349,349,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1745000,0,147576,1597424,0.5
350,350,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1750000,0,148016,1601984,0.5
351,351,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1755000,0,148478,1606522,0.5
352,352,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1760000,0,148903,1611097,0.5
353,353,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1765000,0,149348,1615652,0.5
354,354,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1770000,0,149794,1620206,0.5
355,355,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1775000,0,150211,1624789,0.5
356,356,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1780000,0,150669,1629331,0.5
357,357,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1785000,0,151087,1633913,0.5
358,358,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1790000,0,151493,1638507,0.5
359,359,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1795000,0,151917,1643083,0.5
360,360,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1800000,0,152362,1647638,0.5
361,361,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1805000,0,152825,1652175,0.5
362,362,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1810000,0,153227,1656773,0.5
363,363,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1815000,0,153642,1661358,0.5
364,364,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1820000,0,154067,1665933,0.5
365,365,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1825000,0,154511,1670489,0.5
366,366,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1830000,0,154969,1675031,0.5
367,367,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1835000,0,155365,1679635,0.5
368,368,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1840000,0,155772,1684228,0.5
369,369,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1845000,0,156171,1688829,0.5
370,370,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1850000,0,156600,1693400,0.5
371,371,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1855000,0,157001,1697999,0.5
372,372,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1860000,0,157377,1702623,0.5
373,373,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1865000,0,157825,1707175,0.5
374,374,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1870000,0,158278,1711722,0.5
375,375,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1875000,0,158750,1716250,0.5
376,376,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1880000,0,159177,1720823,0.5
377,377,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1885000,0,159658,1725342,0.5
378,378,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1890000,0,160088,1729912,0.5
379,379,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1895000,0,160515,1734485,0.5
380,380,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1900000,0,160956,1739044,0.5
381,381,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1905000,0,161345,1743655,0.5
382,382,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1910000,0,161741,1748259,0.5
383,383,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1915000,0,162167,1752833,0.5
384,384,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1920000,0,162600,1757400,0.5
385,385,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1925000,0,162991,1762009,0.5
386,386,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1930000,0,163402,1766598,0.5
387,387,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1935000,0,163846,1771154,0.5
388,388,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1940000,0,164264,1775736,0.5
389,389,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1945000,0,164647,1780353,0.5
390,390,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1950000,0,165090,1784910,0.5
391,391,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1955000,0,165525,1789475,0.5
392,392,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1960000,0,165963,1794037,0.5
393,393,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1965000,0,166397,1798603,0.5
394,394,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1970000,0,166840,1803160,0.5
395,395,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1975000,0,167252,1807748,0.5
396,396,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1980000,0,167668,1812332,0.5
397,397,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1985000,0,168073,1816927,0.5
398,398,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1990000,0,168492,1821508,0.5
399,399,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,1995000,0,168889,1826111,0.5
400,400,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2000000,0,169305,1830695,0.5
401,401,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2005000,0,169711,1835289,0.5
402,402,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2010000,0,170123,1839877,0.5
403,403,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2015000,0,170572,1844428,0.5
404,404,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2020000,0,171006,1848994,0.5
405,405,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2025000,0,171396,1853604,0.5
406,406,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2030000,0,171818,1858182,0.5
407,407,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2035000,0,172278,1862722,0.5
408,408,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2040000,0,172694,1867306,0.5
409,409,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2045000,0,173123,1871877,0.5
410,410,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2050000,0,173553,1876447,0.5
411,411,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2055000,0,173967,1881033,0.5
412,412,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2060000,0,174397,1885603,0.5
413,413,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2065000,0,174826,1890174,0.5
414,414,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2070000,0,175253,1894747,0.5
415,415,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2075000,0,175676,1899324,0.5
416,416,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2080000,0,176097,1903903,0.5
417,417,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2085000,0,176525,1908475,0.5
418,418,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2090000,0,176960,1913040,0.5
419,419,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2095000,0,177382,1917618,0.5
420,420,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2100000,0,177825,1922175,0.5
421,421,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2105000,0,178245,1926755,0.5
422,422,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2110000,0,178636,1931364,0.5
423,423,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2115000,0,179060,1935940,0.5
424,424,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2120000,0,179492,1940508,0.5
425,425,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2125000,0,179901,1945099,0.5
426,426,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2130000,0,180324,1949676,0.5
427,427,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2135000,0,180752,1954248,0.5
428,428,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2140000,0,181166,1958834,0.5
429,429,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2145000,0,181598,1963402,0.5
430,430,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2150000,0,181973,1968027,0.5
431,431,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2155000,0,182403,1972597,0.5
432,432,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2160000,0,182855,1977145,0.5
433,433,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2165000,0,183311,1981689,0.5
434,434,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2170000,0,183742,1986258,0.5
435,435,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2175000,0,184141,1990859,0.5
436,436,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2180000,0,184590,1995410,0.5
437,437,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2185000,0,185019,1999981,0.5
438,438,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2190000,0,185469,2004531,0.5
439,439,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2195000,0,185919,2009081,0.5
440,440,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2200000,0,186348,2013652,0.5
441,441,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2205000,0,186775,2018225,0.5
442,442,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2210000,0,187181,2022819,0.5
443,443,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2215000,0,187605,2027395,0.5
444,444,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2220000,0,188025,2031975,0.5
445,445,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2225000,0,188422,2036578,0.5
446,446,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2230000,0,188902,2041098,0.5
447,447,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2235000,0,189317,2045683,0.5
448,448,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2240000,0,189728,2050272,0.5
449,449,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2245000,0,190165,2054835,0.5
450,450,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2250000,0,190562,2059438,0.5
451,451,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2255000,0,191025,2063975,0.5
452,452,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2260000,0,191433,2068567,0.5
453,453,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2265000,0,191888,2073112,0.5
454,454,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2270000,0,192340,2077660,0.5
455,455,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2275000,0,192744,2082256,0.5
456,456,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2280000,0,193143,2086857,0.5
457,457,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2285000,0,193579,2091421,0.5
458,458,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2290000,0,193993,2096007,0.5
459,459,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2295000,0,194417,2100583,0.5
460,460,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2300000,0,194835,2105165,0.5
461,461,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2305000,0,195243,2109757,0.5
462,462,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2310000,0,195634,2114366,0.5
463,463,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2315000,0,196046,2118954,0.5
464,464,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2320000,0,196446,2123554,0.5
465,465,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2325000,0,196882,2128118,0.5
466,466,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2330000,0,197356,2132644,0.5
467,467,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2335000,0,197772,2137228,0.5
468,468,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2340000,0,198218,2141782,0.5
469,469,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2345000,0,198644,2146356,0.5
470,470,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2350000,0,199055,2150945,0.5
471,471,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2355000,0,199453,2155547,0.5
472,472,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2360000,0,199867,2160133,0.5
473,473,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2365000,0,200324,2164676,0.5
474,474,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2370000,0,200741,2169259,0.5
475,475,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2375000,0,201179,2173821,0.5
476,476,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2380000,0,201607,2178393,0.5
477,477,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2385000,0,202047,2182953,0.5
478,478,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2390000,0,202439,2187561,0.5
479,479,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2395000,0,202846,2192154,0.5
480,480,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2400000,0,203230,2196770,0.5
481,481,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2405000,0,203653,2201347,0.5
482,482,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2410000,0,204022,2205978,0.5
483,483,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2415000,0,204453,2210547,0.5
484,484,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2420000,0,204855,2215145,0.5
485,485,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2425000,0,205271,2219729,0.5
486,486,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2430000,0,205741,2224259,0.5
487,487,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2435000,0,206163,2228837,0.5
488,488,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2440000,0,206595,2233405,0.5
489,489,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2445000,0,207033,2237967,0.5
490,490,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2450000,0,207441,2242559,0.5
491,491,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2455000,0,207845,2247155,0.5
492,492,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2460000,0,208269,2251731,0.5
493,493,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2465000,0,208695,2256305,0.5
494,494,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2470000,0,209090,2260910,0.5
495,495,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2475000,0,209542,2265458,0.5
496,496,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2480000,0,209960,2270040,0.5
497,497,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2485000,0,210359,2274641,0.5
498,498,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2490000,0,210788,2279212,0.5
499,499,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2495000,0,211220,2283780,0.5
500,500,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2500000,0,211612,2288388,0.5
501,501,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2505000,0,212051,2292949,0.5
502,502,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2510000,0,212480,2297520,0.5
503,503,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2515000,0,212886,2302114,0.5
504,504,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2520000,0,213342,2306658,0.5
505,505,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2525000,0,213795,2311205,0.5
506,506,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2530000,0,214259,2315741,0.5
507,507,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2535000,0,214653,2320347,0.5
508,508,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2540000,0,215094,2324906,0.5
509,509,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2545000,0,215513,2329487,0.5
510,510,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2550000,0,215921,2334079,0.5
511,511,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2555000,0,216290,2338710,0.5
512,512,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2560000,0,216712,2343288,0.5
513,513,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2565000,0,217159,2347841,0.5
514,514,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2570000,0,217569,2352431,0.5
515,515,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2575000,0,218024,2356976,0.5
516,516,Abditibacterium_utsteinense,3606331,0,305408,305409,3606331,10000,2580000,0,218468,2361532,0.5
