id,round,species,genome_size,exon_start_range,exon_end_range,noncoding_start_range,non_coding_end_range,active_te,te_mobilized,te_static,te_in_exons,te_in_noncoding,te_mobilize_prob
262,262,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1310000,0,191138,1118862,0.5
263,263,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1315000,0,191919,1123081,0.5
264,264,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1320000,0,192618,1127382,0.5
265,265,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1325000,0,193354,1131646,0.5
266,266,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1330000,0,194109,1135891,0.5
267,267,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1335000,0,194832,1140168,0.5
268,268,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1340000,0,195547,1144453,0.5
269,269,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1345000,0,196288,1148712,0.5
270,270,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1350000,0,197038,1152962,0.5
271,271,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1355000,0,197762,1157238,0.5
272,272,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1360000,0,198502,1161498,0.5
273,273,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1365000,0,199226,1165774,0.5
274,274,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1370000,0,199938,1170062,0.5
275,275,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1375000,0,200680,1174320,0.5
276,276,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1380000,0,201368,1178632,0.5
277,277,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1385000,0,202088,1182912,0.5
278,278,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1390000,0,202858,1187142,0.5
279,279,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1395000,0,203569,1191431,0.5
280,280,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1400000,0,204309,1195691,0.5
281,281,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1405000,0,205057,1199943,0.5
282,282,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1410000,0,205761,1204239,0.5
283,283,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1415000,0,206473,1208527,0.5
284,284,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1420000,0,207242,1212758,0.5
285,285,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1425000,0,207950,1217050,0.5
286,286,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1430000,0,208658,1221342,0.5
287,287,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1435000,0,209403,1225597,0.5
288,288,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1440000,0,210134,1229866,0.5
289,289,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1445000,0,210870,1234130,0.5
290,290,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1450000,0,211617,1238383,0.5
291,291,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1455000,0,212356,1242644,0.5
292,292,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1460000,0,213110,1246890,0.5
293,293,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1465000,0,213854,1251146,0.5
294,294,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1470000,0,214578,1255422,0.5
295,295,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1475000,0,215327,1259673,0.5
296,296,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1480000,0,216083,1263917,0.5
297,297,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1485000,0,216773,1268227,0.5
298,298,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1490000,0,217522,1272478,0.5
299,299,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1495000,0,218259,1276741,0.5
300,300,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1500000,0,218979,1281021,0.5
301,301,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1505000,0,219677,1285323,0.5
302,302,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1510000,0,220368,1289632,0.5
303,303,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1515000,0,221145,1293855,0.5
304,304,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1520000,0,221875,1298125,0.5
305,305,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1525000,0,222612,1302388,0.5
306,306,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1530000,0,223327,1306673,0.5
307,307,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1535000,0,224032,1310968,0.5
308,308,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1540000,0,224727,1315273,0.5
309,309,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1545000,0,225496,1319504,0.5
310,310,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1550000,0,226225,1323775,0.5
311,311,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1555000,0,226985,1328015,0.5
312,312,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1560000,0,227712,1332288,0.5
313,313,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1565000,0,228418,1336582,0.5
314,314,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1570000,0,229191,1340809,0.5
315,315,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1575000,0,229930,1345070,0.5
316,316,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1580000,0,230642,1349358,0.5
317,317,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1585000,0,231372,1353628,0.5
318,318,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1590000,0,232126,1357874,0.5
319,319,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1595000,0,232914,1362086,0.5
320,320,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1600000,0,233625,1366375,0.5
321,321,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1605000,0,234335,1370665,0.5
322,322,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1610000,0,235093,1374907,0.5
323,323,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1615000,0,235758,1379242,0.5
324,324,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1620000,0,236470,1383530,0.5
325,325,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1625000,0,237232,1387768,0.5
326,326,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1630000,0,237966,1392034,0.5
327,327,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1635000,0,238657,1396343,0.5
328,328,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1640000,0,239352,1400648,0.5
329,329,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1645000,0,240137,1404863,0.5
330,330,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1650000,0,240830,1409170,0.5
331,331,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1655000,0,241578,1413422,0.5
332,332,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1660000,0,242307,1417693,0.5
333,333,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1665000,0,243057,1421943,0.5
334,334,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1670000,0,243794,1426206,0.5
335,335,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1675000,0,244524,1430476,0.5
336,336,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1680000,0,245219,1434781,0.5
337,337,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1685000,0,245953,1439047,0.5
338,338,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1690000,0,246664,1443336,0.5
339,339,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1695000,0,247389,1447611,0.5
340,340,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1700000,0,248121,1451879,0.5
341,341,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1705000,0,248831,1456169,0.5
342,342,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1710000,0,249596,1460404,0.5
343,343,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1715000,0,250276,1464724,0.5
344,344,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1720000,0,250969,1469031,0.5
345,345,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1725000,0,251718,1473282,0.5
346,346,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1730000,0,252454,1477546,0.5
347,347,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1735000,0,253186,1481814,0.5
348,348,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1740000,0,253917,1486083,0.5
349,349,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1745000,0,254666,1490334,0.5
350,350,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1750000,0,255410,1494590,0.5
351,351,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1755000,0,256167,1498833,0.5
352,352,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1760000,0,256923,1503077,0.5
353,353,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1765000,0,257681,1507319,0.5
354,354,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1770000,0,258402,1511598,0.5
355,355,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1775000,0,259103,1515897,0.5
356,356,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1780000,0,259855,1520145,0.5
357,357,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1785000,0,260578,1524422,0.5
358,358,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1790000,0,261301,1528699,0.5
359,359,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1795000,0,262002,1532998,0.5
360,360,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1800000,0,262712,1537288,0.5
361,361,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1805000,0,263468,1541532,0.5
362,362,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1810000,0,264137,1545863,0.5
363,363,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1815000,0,264896,1550104,0.5
364,364,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1820000,0,265668,1554332,0.5
365,365,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1825000,0,266426,1558574,0.5
366,366,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1830000,0,267130,1562870,0.5
367,367,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1835000,0,267865,1567135,0.5
368,368,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1840000,0,268620,1571380,0.5
369,369,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1845000,0,269367,1575633,0.5
370,370,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1850000,0,270088,1579912,0.5
371,371,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1855000,0,270758,1584242,0.5
372,372,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1860000,0,271480,1588520,0.5
373,373,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1865000,0,272196,1592804,0.5
374,374,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1870000,0,272943,1597057,0.5
375,375,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1875000,0,273646,1601354,0.5
376,376,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1880000,0,274335,1605665,0.5
377,377,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1885000,0,275075,1609925,0.5
378,378,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1890000,0,275828,1614172,0.5
379,379,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1895000,0,276529,1618471,0.5
380,380,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1900000,0,277287,1622713,0.5
381,381,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1905000,0,277999,1627001,0.5
382,382,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1910000,0,278733,1631267,0.5
383,383,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1915000,0,279491,1635509,0.5
384,384,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1920000,0,280208,1639792,0.5
385,385,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1925000,0,280870,1644130,0.5
386,386,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1930000,0,281594,1648406,0.5
387,387,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1935000,0,282346,1652654,0.5
388,388,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1940000,0,283095,1656905,0.5
389,389,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1945000,0,283836,1661164,0.5
390,390,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1950000,0,284552,1665448,0.5
391,391,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1955000,0,285247,1669753,0.5
392,392,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1960000,0,285921,1674079,0.5
393,393,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1965000,0,286644,1678356,0.5
394,394,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1970000,0,287390,1682610,0.5
395,395,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1975000,0,288098,1686902,0.5
396,396,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1980000,0,288815,1691185,0.5
397,397,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1985000,0,289578,1695422,0.5
398,398,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1990000,0,290295,1699705,0.5
399,399,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,1995000,0,291024,1703976,0.5
400,400,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2000000,0,291720,1708280,0.5
401,401,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2005000,0,292440,1712560,0.5
402,402,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2010000,0,293189,1716811,0.5
403,403,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2015000,0,293915,1721085,0.5
404,404,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2020000,0,294697,1725303,0.5
405,405,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2025000,0,295415,1729585,0.5
406,406,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2030000,0,296141,1733859,0.5
407,407,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2035000,0,296868,1738132,0.5
408,408,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2040000,0,297629,1742371,0.5
409,409,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2045000,0,298393,1746607,0.5
410,410,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2050000,0,299160,1750840,0.5
411,411,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2055000,0,299914,1755086,0.5
412,412,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2060000,0,300677,1759323,0.5
413,413,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2065000,0,301394,1763606,0.5
414,414,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2070000,0,302059,1767941,0.5
415,415,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2075000,0,302806,1772194,0.5
416,416,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2080000,0,303558,1776442,0.5
417,417,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2085000,0,304269,1780731,0.5
418,418,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2090000,0,305011,1784989,0.5
419,419,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2095000,0,305717,1789283,0.5
420,420,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2100000,0,306390,1793610,0.5
421,421,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2105000,0,307102,1797898,0.5
422,422,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2110000,0,307846,1802154,0.5
423,423,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2115000,0,308611,1806389,0.5
424,424,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2120000,0,309332,1810668,0.5
425,425,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2125000,0,310044,1814956,0.5
426,426,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2130000,0,310751,1819249,0.5
427,427,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2135000,0,311455,1823545,0.5
428,428,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2140000,0,312173,1827827,0.5
429,429,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2145000,0,312880,1832120,0.5
430,430,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2150000,0,313591,1836409,0.5
431,431,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2155000,0,314333,1840667,0.5
432,432,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2160000,0,315077,1844923,0.5
433,433,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2165000,0,315805,1849195,0.5
434,434,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2170000,0,316545,1853455,0.5
435,435,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2175000,0,317302,1857698,0.5
436,436,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2180000,0,317990,1862010,0.5
437,437,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2185000,0,318695,1866305,0.5
438,438,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2190000,0,319419,1870581,0.5
439,439,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2195000,0,320142,1874858,0.5
440,440,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2200000,0,320833,1879167,0.5
441,441,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2205000,0,321583,1883417,0.5
442,442,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2210000,0,322336,1887664,0.5
443,443,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2215000,0,323045,1891955,0.5
444,444,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2220000,0,323809,1896191,0.5
445,445,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2225000,0,324507,1900493,0.5
446,446,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2230000,0,325196,1904804,0.5
447,447,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2235000,0,325939,1909061,0.5
448,448,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2240000,0,326663,1913337,0.5
449,449,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2245000,0,327355,1917645,0.5
450,450,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2250000,0,328090,1921910,0.5
451,451,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2255000,0,328862,1926138,0.5
452,452,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2260000,0,329593,1930407,0.5
453,453,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2265000,0,330361,1934639,0.5
454,454,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2270000,0,331092,1938908,0.5
455,455,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2275000,0,331785,1943215,0.5
456,456,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2280000,0,332527,1947473,0.5
457,457,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2285000,0,333256,1951744,0.5
458,458,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2290000,0,334012,1955988,0.5
459,459,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2295000,0,334746,1960254,0.5
460,460,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2300000,0,335467,1964533,0.5
461,461,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2305000,0,336191,1968809,0.5
462,462,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2310000,0,336943,1973057,0.5
463,463,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2315000,0,337661,1977339,0.5
464,464,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2320000,0,338409,1981591,0.5
465,465,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2325000,0,339115,1985885,0.5
466,466,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2330000,0,339842,1990158,0.5
467,467,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2335000,0,340598,1994402,0.5
468,468,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2340000,0,341324,1998676,0.5
469,469,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2345000,0,342063,2002937,0.5
470,470,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2350000,0,342802,2007198,0.5
471,471,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2355000,0,343524,2011476,0.5
472,472,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2360000,0,344255,2015745,0.5
473,473,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2365000,0,344994,2020006,0.5
474,474,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2370000,0,345752,2024248,0.5
475,475,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2375000,0,346447,2028553,0.5
476,476,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2380000,0,347181,2032819,0.5
477,477,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2385000,0,347879,2037121,0.5
478,478,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2390000,0,348637,2041363,0.5
479,479,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2395000,0,349349,2045651,0.5
480,480,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2400000,0,350063,2049937,0.5
481,481,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2405000,0,350796,2054204,0.5
482,482,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2410000,0,351506,2058494,0.5
483,483,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2415000,0,352236,2062764,0.5
484,484,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2420000,0,352974,2067026,0.5
485,485,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2425000,0,353718,2071282,0.5
486,486,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2430000,0,354424,2075576,0.5
487,487,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2435000,0,355146,2079854,0.5
488,488,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2440000,0,355837,2084163,0.5
489,489,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2445000,0,356580,2088420,0.5
490,490,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2450000,0,357301,2092699,0.5
491,491,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2455000,0,357985,2097015,0.5
492,492,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2460000,0,358702,2101298,0.5
493,493,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2465000,0,359431,2105569,0.5
494,494,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2470000,0,360159,2109841,0.5
495,495,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2475000,0,360890,2114110,0.5
496,496,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2480000,0,361641,2118359,0.5
497,497,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2485000,0,362335,2122665,0.5
498,498,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2490000,0,363066,2126934,0.5
499,499,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2495000,0,363832,2131168,0.5
500,500,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2500000,0,364564,2135436,0.5
501,501,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2505000,0,365270,2139730,0.5
502,502,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2510000,0,365958,2144042,0.5
503,503,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2515000,0,366687,2148313,0.5
504,504,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2520000,0,367397,2152603,0.5
505,505,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2525000,0,368129,2156871,0.5
506,506,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2530000,0,368834,2161166,0.5
507,507,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2535000,0,369557,2165443,0.5
508,508,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2540000,0,370323,2169677,0.5
509,509,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2545000,0,371028,2173972,0.5
510,510,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2550000,0,371731,2178269,0.5
511,511,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2555000,0,372474,2182526,0.5
512,512,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2560000,0,373209,2186791,0.5
513,513,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2565000,0,373970,2191030,0.5
514,514,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2570000,0,374685,2195315,0.5
515,515,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2575000,0,375429,2199571,0.5
516,516,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2580000,0,376147,2203853,0.5
517,517,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2585000,0,376876,2208124,0.5
518,518,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2590000,0,377625,2212375,0.5
519,519,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2595000,0,378332,2216668,0.5
520,520,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2600000,0,379024,2220976,0.5
521,521,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2605000,0,379799,2225201,0.5
522,522,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2610000,0,380535,2229465,0.5
523,523,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2615000,0,381258,2233742,0.5
