id,round,species,genome_size,exon_start_range,exon_end_range,noncoding_start_range,non_coding_end_range,active_te,te_mobilized,te_static,te_in_exons,te_in_noncoding,te_mobilize_prob
524,524,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2620000,0,381967,2238033,0.5
525,525,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2625000,0,382701,2242299,0.5
526,526,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2630000,0,383410,2246590,0.5
527,527,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2635000,0,384151,2250849,0.5
528,528,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2640000,0,384912,2255088,0.5
529,529,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2645000,0,385639,2259361,0.5
530,530,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2650000,0,386329,2263671,0.5
531,531,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2655000,0,387057,2267943,0.5
532,532,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2660000,0,387743,2272257,0.5
533,533,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2665000,0,388479,2276521,0.5
534,534,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2670000,0,389185,2280815,0.5
535,535,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2675000,0,389912,2285088,0.5
536,536,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2680000,0,390649,2289351,0.5
537,537,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2685000,0,391403,2293597,0.5
538,538,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2690000,0,392154,2297846,0.5
539,539,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2695000,0,392904,2302096,0.5
540,540,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2700000,0,393609,2306391,0.5
541,541,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2705000,0,394327,2310673,0.5
542,542,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2710000,0,395022,2314978,0.5
543,543,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2715000,0,395752,2319248,0.5
544,544,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2720000,0,396456,2323544,0.5
545,545,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2725000,0,397185,2327815,0.5
546,546,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2730000,0,397908,2332092,0.5
547,547,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2735000,0,398668,2336332,0.5
548,548,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2740000,0,399420,2340580,0.5
549,549,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2745000,0,400176,2344824,0.5
550,550,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2750000,0,400916,2349084,0.5
551,551,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2755000,0,401641,2353359,0.5
552,552,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2760000,0,402364,2357636,0.5
553,553,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2765000,0,403070,2361930,0.5
554,554,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2770000,0,403770,2366230,0.5
555,555,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2775000,0,404534,2370466,0.5
556,556,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2780000,0,405281,2374719,0.5
557,557,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2785000,0,406014,2378986,0.5
558,558,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2790000,0,406750,2383250,0.5
559,559,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2795000,0,407434,2387566,0.5
560,560,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2800000,0,408195,2391805,0.5
561,561,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2805000,0,408885,2396115,0.5
562,562,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2810000,0,409579,2400421,0.5
563,563,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2815000,0,410337,2404663,0.5
564,564,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2820000,0,411098,2408902,0.5
565,565,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2825000,0,411823,2413177,0.5
566,566,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2830000,0,412570,2417430,0.5
567,567,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2835000,0,413324,2421676,0.5
568,568,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2840000,0,414062,2425938,0.5
569,569,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2845000,0,414782,2430218,0.5
570,570,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2850000,0,415509,2434491,0.5
571,571,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2855000,0,416214,2438786,0.5
572,572,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2860000,0,416976,2443024,0.5
573,573,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2865000,0,417685,2447315,0.5
574,574,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2870000,0,418387,2451613,0.5
575,575,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2875000,0,419063,2455937,0.5
576,576,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2880000,0,419797,2460203,0.5
577,577,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2885000,0,420528,2464472,0.5
578,578,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2890000,0,421234,2468766,0.5
579,579,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2895000,0,421974,2473026,0.5
580,580,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2900000,0,422719,2477281,0.5
581,581,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2905000,0,423447,2481553,0.5
582,582,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2910000,0,424160,2485840,0.5
583,583,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2915000,0,424914,2490086,0.5
584,584,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2920000,0,425583,2494417,0.5
585,585,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2925000,0,426291,2498709,0.5
586,586,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2930000,0,427015,2502985,0.5
587,587,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2935000,0,427770,2507230,0.5
588,588,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2940000,0,428458,2511542,0.5
589,589,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2945000,0,429160,2515840,0.5
590,590,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2950000,0,429934,2520066,0.5
591,591,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2955000,0,430628,2524372,0.5
592,592,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2960000,0,431365,2528635,0.5
593,593,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2965000,0,432143,2532857,0.5
594,594,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2970000,0,432914,2537086,0.5
595,595,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2975000,0,433633,2541367,0.5
596,596,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2980000,0,434373,2545627,0.5
597,597,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2985000,0,435080,2549920,0.5
598,598,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2990000,0,435794,2554206,0.5
599,599,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,2995000,0,436495,2558505,0.5
600,600,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3000000,0,437223,2562777,0.5
601,601,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3005000,0,437946,2567054,0.5
602,602,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3010000,0,438696,2571304,0.5
603,603,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3015000,0,439415,2575585,0.5
604,604,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3020000,0,440127,2579873,0.5
605,605,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3025000,0,440867,2584133,0.5
606,606,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3030000,0,441611,2588389,0.5
607,607,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3035000,0,442332,2592668,0.5
608,608,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3040000,0,443033,2596967,0.5
609,609,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3045000,0,443756,2601244,0.5
610,610,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3050000,0,444494,2605506,0.5
611,611,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3055000,0,445240,2609760,0.5
612,612,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3060000,0,445991,2614009,0.5
613,613,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3065000,0,446719,2618281,0.5
614,614,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3070000,0,447442,2622558,0.5
615,615,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3075000,0,448200,2626800,0.5
616,616,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3080000,0,448893,2631107,0.5
617,617,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3085000,0,449590,2635410,0.5
618,618,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3090000,0,450315,2639685,0.5
619,619,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3095000,0,451083,2643917,0.5
620,620,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3100000,0,451813,2648187,0.5
621,621,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3105000,0,452521,2652479,0.5
622,622,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3110000,0,453265,2656735,0.5
623,623,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3115000,0,454029,2660971,0.5
624,624,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3120000,0,454753,2665247,0.5
625,625,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3125000,0,455485,2669515,0.5
626,626,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3130000,0,456194,2673806,0.5
627,627,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3135000,0,456983,2678017,0.5
628,628,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3140000,0,457739,2682261,0.5
629,629,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3145000,0,458454,2686546,0.5
630,630,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3150000,0,459186,2690814,0.5
631,631,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3155000,0,459952,2695048,0.5
632,632,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3160000,0,460676,2699324,0.5
633,633,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3165000,0,461410,2703590,0.5
634,634,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3170000,0,462166,2707834,0.5
635,635,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3175000,0,462854,2712146,0.5
636,636,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3180000,0,463575,2716425,0.5
637,637,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3185000,0,464292,2720708,0.5
638,638,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3190000,0,464997,2725003,0.5
639,639,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3195000,0,465701,2729299,0.5
640,640,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3200000,0,466424,2733576,0.5
641,641,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3205000,0,467135,2737865,0.5
642,642,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3210000,0,467876,2742124,0.5
643,643,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3215000,0,468612,2746388,0.5
644,644,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3220000,0,469332,2750668,0.5
645,645,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3225000,0,470046,2754954,0.5
646,646,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3230000,0,470744,2759256,0.5
647,647,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3235000,0,471458,2763542,0.5
648,648,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3240000,0,472147,2767853,0.5
649,649,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3245000,0,472889,2772111,0.5
650,650,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3250000,0,473640,2776360,0.5
651,651,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3255000,0,474420,2780580,0.5
652,652,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3260000,0,475152,2784848,0.5
653,653,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3265000,0,475896,2789104,0.5
654,654,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3270000,0,476592,2793408,0.5
655,655,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3275000,0,477342,2797658,0.5
656,656,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3280000,0,478070,2801930,0.5
657,657,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3285000,0,478823,2806177,0.5
658,658,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3290000,0,479541,2810459,0.5
659,659,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3295000,0,480259,2814741,0.5
660,660,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3300000,0,480985,2819015,0.5
661,661,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3305000,0,481754,2823246,0.5
662,662,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3310000,0,482447,2827553,0.5
663,663,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3315000,0,483180,2831820,0.5
664,664,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3320000,0,483898,2836102,0.5
665,665,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3325000,0,484602,2840398,0.5
666,666,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3330000,0,485367,2844633,0.5
667,667,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3335000,0,486127,2848873,0.5
668,668,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3340000,0,486839,2853161,0.5
669,669,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3345000,0,487603,2857397,0.5
670,670,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3350000,0,488320,2861680,0.5
671,671,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3355000,0,489051,2865949,0.5
672,672,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3360000,0,489791,2870209,0.5
673,673,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3365000,0,490533,2874467,0.5
674,674,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3370000,0,491266,2878734,0.5
675,675,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3375000,0,492016,2882984,0.5
676,676,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3380000,0,492795,2887205,0.5
677,677,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3385000,0,493521,2891479,0.5
678,678,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3390000,0,494275,2895725,0.5
679,679,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3395000,0,494973,2900027,0.5
680,680,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3400000,0,495695,2904305,0.5
681,681,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3405000,0,496467,2908533,0.5
682,682,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3410000,0,497200,2912800,0.5
683,683,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3415000,0,497975,2917025,0.5
684,684,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3420000,0,498683,2921317,0.5
685,685,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3425000,0,499381,2925619,0.5
686,686,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3430000,0,500116,2929884,0.5
687,687,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3435000,0,500805,2934195,0.5
688,688,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3440000,0,501522,2938478,0.5
689,689,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3445000,0,502245,2942755,0.5
690,690,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3450000,0,502992,2947008,0.5
691,691,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3455000,0,503712,2951288,0.5
692,692,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3460000,0,504471,2955529,0.5
693,693,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3465000,0,505182,2959818,0.5
694,694,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3470000,0,505876,2964124,0.5
695,695,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3475000,0,506637,2968363,0.5
696,696,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3480000,0,507410,2972590,0.5
697,697,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3485000,0,508142,2976858,0.5
698,698,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3490000,0,508860,2981140,0.5
699,699,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3495000,0,509601,2985399,0.5
700,700,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3500000,0,510291,2989709,0.5
701,701,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3505000,0,511029,2993971,0.5
702,702,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3510000,0,511782,2998218,0.5
703,703,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3515000,0,512545,3002455,0.5
704,704,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3520000,0,513262,3006738,0.5
705,705,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3525000,0,514007,3010993,0.5
706,706,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3530000,0,514736,3015264,0.5
707,707,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3535000,0,515451,3019549,0.5
708,708,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3540000,0,516193,3023807,0.5
709,709,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3545000,0,516925,3028075,0.5
710,710,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3550000,0,517688,3032312,0.5
711,711,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3555000,0,518419,3036581,0.5
712,712,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3560000,0,519147,3040853,0.5
713,713,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3565000,0,519880,3045120,0.5
714,714,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3570000,0,520619,3049381,0.5
715,715,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3575000,0,521332,3053668,0.5
716,716,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3580000,0,522038,3057962,0.5
717,717,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3585000,0,522771,3062229,0.5
718,718,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3590000,0,523484,3066516,0.5
719,719,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3595000,0,524216,3070784,0.5
720,720,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3600000,0,524938,3075062,0.5
721,721,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3605000,0,525668,3079332,0.5
722,722,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3610000,0,526415,3083585,0.5
723,723,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3615000,0,527125,3087875,0.5
724,724,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3620000,0,527887,3092113,0.5
725,725,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3625000,0,528627,3096373,0.5
726,726,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3630000,0,529390,3100610,0.5
727,727,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3635000,0,530136,3104864,0.5
728,728,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3640000,0,530893,3109107,0.5
729,729,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3645000,0,531621,3113379,0.5
730,730,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3650000,0,532362,3117638,0.5
731,731,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3655000,0,533076,3121924,0.5
732,732,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3660000,0,533838,3126162,0.5
733,733,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3665000,0,534576,3130424,0.5
734,734,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3670000,0,535353,3134647,0.5
735,735,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3675000,0,536097,3138903,0.5
736,736,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3680000,0,536826,3143174,0.5
737,737,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3685000,0,537520,3147480,0.5
738,738,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3690000,0,538224,3151776,0.5
739,739,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3695000,0,538933,3156067,0.5
740,740,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3700000,0,539665,3160335,0.5
741,741,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3705000,0,540381,3164619,0.5
742,742,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3710000,0,541096,3168904,0.5
743,743,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3715000,0,541823,3173177,0.5
744,744,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3720000,0,542537,3177463,0.5
745,745,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3725000,0,543253,3181747,0.5
746,746,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3730000,0,544045,3185955,0.5
747,747,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3735000,0,544771,3190229,0.5
748,748,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3740000,0,545527,3194473,0.5
749,749,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3745000,0,546239,3198761,0.5
750,750,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3750000,0,546984,3203016,0.5
751,751,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3755000,0,547715,3207285,0.5
752,752,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3760000,0,548461,3211539,0.5
753,753,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3765000,0,549188,3215812,0.5
754,754,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3770000,0,549950,3220050,0.5
755,755,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3775000,0,550688,3224312,0.5
756,756,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3780000,0,551402,3228598,0.5
757,757,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3785000,0,552134,3232866,0.5
758,758,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3790000,0,552848,3237152,0.5
759,759,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3795000,0,553519,3241481,0.5
760,760,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3800000,0,554275,3245725,0.5
761,761,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3805000,0,555013,3249987,0.5
762,762,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3810000,0,555738,3254262,0.5
763,763,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3815000,0,556501,3258499,0.5
764,764,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3820000,0,557224,3262776,0.5
765,765,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3825000,0,557920,3267080,0.5
766,766,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3830000,0,558658,3271342,0.5
767,767,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3835000,0,559397,3275603,0.5
768,768,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3840000,0,560098,3279902,0.5
769,769,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3845000,0,560825,3284175,0.5
770,770,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3850000,0,561536,3288464,0.5
771,771,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3855000,0,562267,3292733,0.5
772,772,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3860000,0,563076,3296924,0.5
773,773,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3865000,0,563801,3301199,0.5
774,774,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3870000,0,564503,3305497,0.5
775,775,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3875000,0,565249,3309751,0.5
776,776,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3880000,0,565988,3314012,0.5
777,777,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3885000,0,566718,3318282,0.5
778,778,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3890000,0,567491,3322509,0.5
779,779,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3895000,0,568230,3326770,0.5
780,780,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3900000,0,568925,3331075,0.5
781,781,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3905000,0,569665,3335335,0.5
782,782,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3910000,0,570401,3339599,0.5
783,783,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3915000,0,571112,3343888,0.5
784,784,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3920000,0,571849,3348151,0.5
785,785,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3925000,0,572615,3352385,0.5
